Points_Magnitude,c
0.084,0.938042
0.08425,0.93806
0.0845,0.938078
0.08475,0.938096
0.085,0.938114
0.08525,0.938133
0.0855,0.938151
0.08575,0.938169
0.086,0.938187
0.08625,0.938205
0.0865,0.938223
0.08675,0.938242
0.087,0.93826
0.08725,0.938278
0.0875,0.938296
0.08775,0.938314
0.088,0.938333
0.08825,0.938351
0.0885,0.938369
0.08875,0.938387
0.089,0.938405
0.08925,0.938424
0.0895,0.938442
0.08975,0.93846
0.09,0.938478
0.09025,0.938496
0.0905,0.938515
0.09075,0.938533
0.091,0.938551
0.09125,0.938569
0.0915,0.938587
0.09175,0.938606
0.092,0.938624
0.09225,0.938642
0.0925,0.93866
0.09275,0.938678
0.093,0.938696
0.09325,0.938715
0.0935,0.938733
0.09375,0.938751
0.094,0.938769
0.09425,0.938787
0.0945,0.938806
0.09475,0.938824
0.095,0.938842
0.09525,0.93886
0.0955,0.938878
0.09575,0.938897
0.096,0.938915
0.09625,0.938933
0.0965,0.938951
0.09675,0.938969
0.097,0.938988
0.09725,0.939006
0.0975,0.939024
0.09775,0.939042
0.098,0.93906
0.09825,0.939079
0.0985,0.939097
0.09875,0.939115
0.099,0.939133
0.09925,0.939151
0.0995,0.939169
0.09975,0.939188
0.1,0.939206
0.10025,0.939224
0.1005,0.939242
0.10075,0.93926
0.101,0.939279
0.10125,0.939297
0.1015,0.939315
0.10175,0.939333
0.102,0.939351
0.10225,0.93937
0.1025,0.939388
0.10275,0.939406
0.103,0.939424
0.10325,0.939442
0.1035,0.939461
0.10375,0.939479
0.104,0.939497
0.10425,0.939515
0.1045,0.939533
0.10475,0.939551
0.105,0.93957
0.10525,0.939588
0.1055,0.939606
0.10575,0.939624
0.106,0.939644
0.10625,0.939663
0.1065,0.939683
0.10675,0.939702
0.107,0.939722
0.10725,0.939741
0.1075,0.93976
0.10775,0.93978
0.108,0.939799
0.10825,0.939819
0.1085,0.939838
0.10875,0.939857
0.109,0.939877
0.10925,0.939896
0.1095,0.939916
0.10975,0.939935
0.11,0.939954
0.11025,0.939974
0.1105,0.939993
0.11075,0.940019
0.111,0.940043
0.11125,0.940068
0.1115,0.940093
0.11175,0.940117
0.112,0.940142
0.11225,0.940166
0.1125,0.940191
0.11275,0.940215
0.113,0.94024
0.11325,0.940264
0.1135,0.940289
0.11375,0.940313
0.114,0.940338
0.11425,0.940362
0.1145,0.940387
0.11475,0.940411
0.115,0.940436
0.11525,0.94046
0.1155,0.940485
0.11575,0.940509
0.116,0.940534
0.11625,0.940558
0.1165,0.940583
0.11675,0.940608
0.117,0.940632
0.11725,0.940657
0.1175,0.940681
0.11775,0.940706
0.118,0.94073
0.11825,0.940755
0.1185,0.940779
0.11875,0.940804
0.119,0.940828
0.11925,0.940853
0.1195,0.940877
0.11975,0.940902
0.12,0.940926
0.12025,0.940951
0.1205,0.940975
0.12075,0.941
0.121,0.941024
0.12125,0.941049
0.1215,0.941073
0.12175,0.941098
0.122,0.941123
0.12225,0.941147
0.1225,0.941172
0.12275,0.941196
0.123,0.941221
0.12325,0.941245
0.1235,0.94127
0.12375,0.941294
0.124,0.941319
0.12425,0.941343
0.1245,0.941368
0.12475,0.941392
0.125,0.941417
0.12525,0.941441
0.1255,0.941466
0.12575,0.94149
0.126,0.941515
0.12625,0.941539
0.1265,0.94157
0.12675,0.94161
0.127,0.94165
0.12725,0.94169
0.1275,0.94173
0.12775,0.94177
0.128,0.94181
0.12825,0.94185
0.1285,0.94189
0.12875,0.94193
0.129,0.94197
0.12925,0.94201
0.1295,0.94205
0.12975,0.94209
0.13,0.94213
0.13025,0.94217
0.1305,0.94221
0.13075,0.94225
0.131,0.94229
0.13125,0.94233
0.1315,0.94237
0.13175,0.94241
0.132,0.94245
0.13225,0.94249
0.1325,0.94253
0.13275,0.94257
0.133,0.94261
0.13325,0.94265
0.1335,0.94269
0.13375,0.94273
0.134,0.94277
0.13425,0.94281
0.1345,0.94285
0.13475,0.94289
0.135,0.94293
0.13525,0.94297
0.1355,0.94301
0.13575,0.94305
0.136,0.94309
0.13625,0.94313
0.1365,0.94317
0.13675,0.94321
0.137,0.94325
0.13725,0.94329
0.1375,0.94333
0.13775,0.94337
0.138,0.94341
0.13825,0.94345
0.1385,0.94349
0.13875,0.94353
0.139,0.94357
0.13925,0.94361
0.1395,0.94365
0.13975,0.94369
0.14,0.94373
0.14025,0.94377
0.1405,0.94381
0.14075,0.94385
0.141,0.94389
0.14125,0.94393
0.1415,0.94397
0.14175,0.94401
0.142,0.94405
0.14225,0.94409
0.1425,0.94413
0.14275,0.94417
0.143,0.94421
0.14325,0.94425
0.1435,0.94429
0.14375,0.94433
0.144,0.94437
0.14425,0.94441
0.1445,0.94445
0.14475,0.94449
0.145,0.94453
0.14525,0.94457
0.1455,0.94461
0.14575,0.94465
0.146,0.94469
0.14625,0.94473
0.1465,0.94477
0.14675,0.94481
0.147,0.94485
0.14725,0.94489
0.1475,0.94493
0.14775,0.94497
0.148,0.94501
0.14825,0.94505
0.1485,0.94509
0.14875,0.94513
0.149,0.94517
0.14925,0.94521
0.1495,0.94525
0.14975,0.94529
0.15,0.94533
0.15025,0.94537
0.1505,0.94541
0.15075,0.94545
0.151,0.94549
0.15125,0.94553
0.1515,0.94557
0.15175,0.94561
0.152,0.94565
0.15225,0.94569
0.1525,0.94573
0.15275,0.94577
0.153,0.94581
0.15325,0.94585
0.1535,0.94589
0.15375,0.94593
0.154,0.94597
0.15425,0.94601
0.1545,0.94605
0.15475,0.94609
0.155,0.94613
0.15525,0.94617
0.1555,0.94621
0.15575,0.94625
0.156,0.94629
0.15625,0.94633
0.1565,0.94637
0.15675,0.94641
0.157,0.94645
0.15725,0.94649
0.1575,0.94653
0.15775,0.94657
0.158,0.94661
0.15825,0.94665
0.1585,0.94669
0.15875,0.94673
0.159,0.94677
0.15925,0.94681
0.1595,0.94685
0.15975,0.94689
0.16,0.94693
0.16025,0.94697
0.1605,0.94701
0.16075,0.94705
0.161,0.94709
0.16125,0.94713
0.1615,0.94717
0.16175,0.94721
0.162,0.94725
0.16225,0.94729
0.1625,0.94733
0.16275,0.94737
0.163,0.94741
0.16325,0.94745
0.1635,0.94749
0.16375,0.94753
0.164,0.94757
0.16425,0.94761
0.1645,0.94765
0.16475,0.94769
0.165,0.94773
0.16525,0.94777
0.1655,0.94781
0.16575,0.94785
0.166,0.94789
0.16625,0.94793
0.1665,0.94797
0.16675,0.94801
0.167,0.94805
0.16725,0.94809
0.1675,0.94813
0.16775,0.94817
0.168,0.94821
0.16825,0.94825
0.1685,0.94829
0.16875,0.94833
0.169,0.94837
0.16925,0.94841
0.1695,0.94845
0.16975,0.94849
0.17,0.94853
0.17025,0.94857
0.1705,0.94861
0.17075,0.94865
0.171,0.94869
0.17125,0.94873
0.1715,0.94877
0.17175,0.94881
0.172,0.94885
0.17225,0.94889
0.1725,0.94893
0.17275,0.94897
0.173,0.94901
0.17325,0.94905
0.1735,0.94909
0.17375,0.94913
0.174,0.94917
0.17425,0.94921
0.1745,0.94925
0.17475,0.94929
0.175,0.94933
0.17525,0.94937
0.1755,0.94941
0.17575,0.94945
0.176,0.94949
0.17625,0.94953
0.1765,0.94957
0.17675,0.94961
0.177,0.94965
0.17725,0.94969
0.1775,0.94973
0.17775,0.94977
0.178,0.94981
0.17825,0.94985
0.1785,0.94989
0.17875,0.94993
0.179,0.94997
0.17925,0.95001
0.1795,0.95005
0.17975,0.95009
0.18,0.95013
0.18025,0.95017
0.1805,0.95021
0.18075,0.95025
0.181,0.95029
0.18125,0.95033
0.1815,0.95037
0.18175,0.95041
0.182,0.95045
0.18225,0.95049
0.1825,0.95053
0.18275,0.95057
0.183,0.95061
0.18325,0.95065
0.1835,0.95069
0.18375,0.95073
0.184,0.95077
0.18425,0.95081
0.1845,0.95085
0.18475,0.95089
0.185,0.95093
0.18525,0.95097
0.1855,0.95101
0.18575,0.95105
0.186,0.95109
0.18625,0.95113
0.1865,0.95117
0.18675,0.95121
0.187,0.95125
0.18725,0.95129
0.1875,0.95133
0.18775,0.95137
0.188,0.95141
0.18825,0.95145
0.1885,0.95149
0.18875,0.95153
0.189,0.95157
0.18925,0.95161
0.1895,0.95165
0.18975,0.95169
0.19,0.95173
0.19025,0.95177
0.1905,0.95181
0.19075,0.95185
0.191,0.95189
0.19125,0.95193
0.1915,0.95197
0.19175,0.95201
0.192,0.95205
0.19225,0.95209
0.1925,0.95213
0.19275,0.95217
0.193,0.95221
0.19325,0.95225
0.1935,0.95229
0.19375,0.95233
0.194,0.95237
0.19425,0.95241
0.1945,0.95245
0.19475,0.95249
0.195,0.95253
0.19525,0.95257
0.1955,0.95261
0.19575,0.95265
0.196,0.95269
0.19625,0.95273
0.1965,0.95277
0.19675,0.95281
0.197,0.95285
0.19725,0.95289
0.1975,0.95293
0.19775,0.95297
0.198,0.95301
0.19825,0.95305
0.1985,0.95309
0.19875,0.95313
0.199,0.95317
0.19925,0.95321
0.1995,0.95325
0.19975,0.95329
0.2,0.95333
0.20025,0.95337
0.2005,0.95341
0.20075,0.95345
0.201,0.95349
0.20125,0.95353
0.2015,0.95357
0.20175,0.95361
0.202,0.95365
0.20225,0.95369
0.2025,0.95373
0.20275,0.95377
0.203,0.95381
0.20325,0.95385
0.2035,0.95389
0.20375,0.95393
0.204,0.95397
0.20425,0.95401
0.2045,0.95405
0.20475,0.95409
0.205,0.95413
0.20525,0.95417
0.2055,0.95421
0.20575,0.95425
0.206,0.95429
0.20625,0.95433
0.2065,0.95437
0.20675,0.95441
0.207,0.95445
0.20725,0.95449
0.2075,0.95453
0.20775,0.95457
0.208,0.95461
0.20825,0.95465
0.2085,0.95469
0.20875,0.95473
0.209,0.95477
0.20925,0.95481
0.2095,0.95485
0.20975,0.95489
0.21,0.95493
0.21025,0.95497
0.2105,0.95501
0.21075,0.95505
0.211,0.95509
0.21125,0.95513
0.2115,0.95517
0.21175,0.95521
0.212,0.95525
0.21225,0.95529
0.2125,0.95533
0.21275,0.95537
0.213,0.95541
0.21325,0.95545
0.2135,0.95549
0.21375,0.95553
0.214,0.95557
0.21425,0.95561
0.2145,0.95565
0.21475,0.95569
0.215,0.95573
0.21525,0.95577
0.2155,0.95581
0.21575,0.95585
0.216,0.95589
0.21625,0.95593
0.2165,0.95597
0.21675,0.95601
0.217,0.95605
0.21725,0.95609
0.2175,0.95613
0.21775,0.95617
0.218,0.95621
0.21825,0.95625
0.2185,0.95629
0.21875,0.95633
0.219,0.95637
0.21925,0.95641
0.2195,0.95645
0.21975,0.95649
0.22,0.95653
0.22025,0.95657
0.2205,0.95661
0.22075,0.95665
0.221,0.95669
0.22125,0.95673
0.2215,0.95677
0.22175,0.95681
0.222,0.95685
0.22225,0.95689
0.2225,0.95693
0.22275,0.95697
0.223,0.95701
0.22325,0.95705
0.2235,0.95709
0.22375,0.95713
0.224,0.95717
0.22425,0.95721
0.2245,0.95725
0.22475,0.95729
0.225,0.95733
0.22525,0.95737
0.2255,0.95741
0.22575,0.95745
0.226,0.95749
0.22625,0.95753
0.2265,0.95757
0.22675,0.95761
0.227,0.95765
0.22725,0.95769
0.2275,0.95773
0.22775,0.95777
0.228,0.95781
0.22825,0.95785
0.2285,0.95789
0.22875,0.95793
0.229,0.95797
0.22925,0.95801
0.2295,0.95805
0.22975,0.95809
0.23,0.95813
0.23025,0.95817
0.2305,0.95821
0.23075,0.95825
0.231,0.95829
0.23125,0.95833
0.2315,0.95837
0.23175,0.95841
0.232,0.95845
0.23225,0.95849
0.2325,0.95853
0.23275,0.95857
0.233,0.95861
0.23325,0.95865
0.2335,0.95869
0.23375,0.95873
0.234,0.95877
0.23425,0.95881
0.2345,0.95885
0.23475,0.95889
0.235,0.95893
0.23525,0.95897
0.2355,0.95901
0.23575,0.95905
0.236,0.95909
0.23625,0.95913
0.2365,0.95917
0.23675,0.95921
0.237,0.95925
0.23725,0.95929
0.2375,0.95933
0.23775,0.95937
0.238,0.95941
0.23825,0.95945
0.2385,0.95949
0.23875,0.95953
0.239,0.95957
0.23925,0.95961
0.2395,0.95965
0.23975,0.95969
0.24,0.95973
0.24025,0.95977
0.2405,0.95981
0.24075,0.95985
0.241,0.95989
0.24125,0.95993
0.2415,0.95997
0.24175,0.96001
0.242,0.96005
0.24225,0.96009
0.2425,0.96013
0.24275,0.96017
0.243,0.96021
0.24325,0.96025
0.2435,0.96029
0.24375,0.96033
0.244,0.96037
0.24425,0.96041
0.2445,0.96045
0.24475,0.96049
0.245,0.96053
0.24525,0.96057
0.2455,0.96061
0.24575,0.96065
0.246,0.96069
0.24625,0.96073
0.2465,0.96077
0.24675,0.96081
0.247,0.96085
0.24725,0.96089
0.2475,0.96093
0.24775,0.96097
0.248,0.96101
0.24825,0.96105
0.2485,0.96109
0.24875,0.96113
0.249,0.96117
0.24925,0.96121
0.2495,0.96125
0.24975,0.961288
0.25,0.96133
