t I O O_a
39 1.0238678282759E-05 0.0015 -1.09784438915527E-11
40 1.02532178894998E-05 0.0015 2.79668073647647E-12
41 1.02686432076338E-05 0.00151125 1.69109991531858E-11
42 1.02850081924455E-05 0.00105 3.13851741812199E-11
43 1.03023700852578E-05 0.001039285714286 4.62411270708836E-11
44 1.03207896153812E-05 0.0015 4.77398535161899E-11
45 1.03403312107231E-05 0.0015 4.09618508191642E-11
46 1.03610632241624E-05 0.0015 3.46397329935723E-11
47 1.03830581726916E-05 0.001509782608696 2.88012712903995E-11
48 1.04063929906584E-05 0.00105 2.34759286397934E-11
49 1.0431149298995E-05 0.001040625 1.86949627555552E-11
50 1.04574136908786E-05 0.0015 1.44915355322237E-11
51 1.04852780339337E-05 0.001509 1.09008287772012E-11
52 1.05148397927524E-05 0.00105 7.96016772358918E-12
53 1.05462023689551E-05 0.00105 8.56574512306129E-12
54 1.05794754630129E-05 0.00105 6.43377161255141E-11
55 1.0614775458162E-05 0.001041666666667 1.20885913182882E-10
56 1.06522258268571E-05 0.0015 1.7825762155079E-10
57 1.06919575637576E-05 0.0015 2.36503007203419E-10
58 1.07341096428071E-05 0.0015 2.95675291877298E-10
59 1.07788295042877E-05 0.0015 3.55830939594811E-10
60 1.08262735695197E-05 0.0015 4.17029853774488E-10
61 1.08766077888678E-05 0.0015075 4.79335587096496E-10
62 1.09300082217212E-05 0.00105 5.42815563613125E-10
63 1.09866616527787E-05 0.00105 6.07541314762445E-10
64 1.10467662443048E-05 0.00105 6.73588729157548E-10
65 1.11105322307958E-05 0.00105 7.41038318617437E-10
66 1.11781826529489E-05 0.00105 8.09975499249031E-10
67 1.12499541385924E-05 0.001043181818182 8.80490890513996E-10
68 1.13260977299134E-05 0.0015 9.52680632025303E-10
69 1.14068797619771E-05 0.0015 1.02664671998679E-09
70 1.14925827938706E-05 0.0015 1.10249736378593E-09
71 1.15835065974679E-05 0.0015 1.1803473646531E-09
72 1.16799692050362E-05 0.0015 1.26031851685498E-09
73 1.17823080231227E-05 0.00150625 1.63741026050298E-09
74 1.18908810110563E-05 0.00105 2.08837692102773E-09
75 1.20060679340561E-05 0.001043918918919 2.54187646722004E-09
76 1.21282716913917E-05 0.0015 2.99806319418182E-09
77 1.22579197248118E-05 0.0015 3.45710079585141E-09
78 1.23954655146807E-05 0.0015 3.91916293796698E-09
79 1.25413901654881E-05 0.001505769230769 4.38443386525636E-09
80 1.26962040888357E-05 0.00105 4.85310904595714E-09
81 1.28604487875661E-05 0.001044375 5.32539585507001E-09
82 1.30346987519125E-05 0.0015 5.80151430051205E-09
83 1.32195634671151E-05 0.0015 6.28169779195749E-09
84 1.34156895449378E-05 0.0015 6.7661939571277E-09
85 1.36237629866365E-05 0.001494642857143 7.25526550842179E-09
86 1.38445115812624E-05 0.00195 7.74919116137573E-09
87 1.40787074515147E-05 0.00195 8.24826660962705E-09
88 1.43271697541358E-05 0.00195 8.75280555906364E-09
89 1.45907675441759E-05 0.001960227272727 9.2631408247281E-09
90 1.48704228163377E-05 0.00105 9.77962549553723E-09
91 1.5167113727621E-05 0.00105 1.03026341684323E-08
92 1.54818780193633E-05 0.00105 1.10558414568526E-08
93 1.58158166466693E-05 0.00105 1.19919102751699E-08
94 1.61700976282209E-05 0.00105 1.29357694417437E-08
95 1.65459601321194E-05 0.001045212765957 1.38878935108436E-08
96 1.69447188085314E-05 0.0015 1.48487859435001E-08
97 1.73677683891205E-05 0.0015046875 1.58189808689125E-08
98 1.78165885624804E-05 0.00105 1.67990449515541E-08
99 1.82927491505502E-05 0.001045408163265 1.77895793735429E-08
100 1.87979155986673E-05 0.0015 1.87912219371224E-08
101 1.93338547987976E-05 0.0015 1.98046492947382E-08
102 1.99024412688154E-05 0.0015 2.08539511545073E-08
103 2.050566370837E-05 0.0015 2.23544486287954E-08
104 2.11456319532122E-05 0.0015 2.38690183494273E-08
105 2.18245843522924E-05 0.0015 2.53985175189488E-08
106 2.25448955966101E-05 0.0015 2.69438555537265E-08
107 2.33090850216833E-05 0.001504245283019 2.85059972634783E-08
108 2.41198254173902E-05 0.00105 3.00859662251077E-08
109 2.49799523752703E-05 0.001045833333333 3.16848483623646E-08
110 2.58924742013722E-05 0.0015 3.33348280217885E-08
111 2.68605824375046E-05 0.0015 3.54669635814614E-08
112 2.78876630182001E-05 0.0015 3.76216833069643E-08
113 2.89773081105782E-05 0.0015 3.98003628617292E-08
114 3.01333286738537E-05 0.0015 4.2004461698242E-08
115 3.13597677829014E-05 0.001503947368421 4.42355281604616E-08
116 3.26609147638379E-05 0.00105 4.64952048972097E-08
117 3.40413201892487E-05 0.001046120689655 4.91391368688475E-08
118 3.55058117873508E-05 0.0015 5.1969321295414E-08
119 3.70595113179384E-05 0.0015 5.4833668968423E-08
120 3.87078524778373E-05 0.0015 5.77342607871687E-08
121 4.04565998931572E-05 0.00150375 6.06733043842793E-08
122 4.23118692710611E-05 0.00105 6.39025213251883E-08
123 4.42801487738898E-05 0.00104631147541 6.75437148244414E-08
124 4.63683216982425E-05 0.0015 7.12308229457717E-08
125 4.85836905300685E-05 0.001503629032258 7.49666422636561E-08
126 5.09340024663629E-05 0.00105 7.87541396599941E-08
127 5.34274764888432E-05 0.00105 8.26527658959721E-08
128 5.60728320831982E-05 0.00105 8.70640348869394E-08
129 5.88793197087156E-05 0.001046484375 9.15370113195771E-08
130 6.18567531174285E-05 0.0015 9.60754534877934E-08
131 6.50155436422439E-05 0.0015 1.00811073504199E-07
132 6.83667365681817E-05 0.0015 1.06072776596445E-07
133 7.19220497166217E-05 0.0015 1.11412649973226E-07
134 7.5693914375341E-05 0.0015 1.16835454345123E-07
135 7.96955187168935E-05 0.001503358208955 1.22507601870529E-07
136 8.39408538561015E-05 0.00105 1.28600544600529E-07
137 8.84447627073071E-05 0.00105 1.34792511231211E-07
138 9.32229918109151E-05 0.00105 1.41211699037084E-07
139 9.82922463097502E-05 0.00105 1.48147058273756E-07
140 0.000103670248264 0.00105 1.55200656047382E-07
141 0.000109375798511 0.001046785714286 1.62454883495457E-07
142 0.000115428842278 0.0015 1.70329698613627E-07
143 0.000121850538785 0.0015 1.78345693714941E-07
144 0.000128663335069 0.0015 1.86518116851628E-07
145 0.000135891044289 0.0015 1.95105209836425E-07
146 0.000143558928788 0.0015 2.04004670963926E-07
147 0.000151693788189 0.001503082191781 2.13226763471268E-07
148 0.000160324052839 0.00105 2.22782375100072E-07
149 0.000169479882917 0.001046959459459 2.32683056051997E-07
150 0.00017919327355 0.0015 2.42968576260991E-07
151 0.000189498166304 0.001503 2.53634746637829E-07
152 0.000200430567425 0.00105 2.64694489440705E-07
153 0.000212028673249 0.00105 2.76162432412964E-07
154 0.000224333003191 0.00105 2.88054092951246E-07
155 0.000237386540803 0.00105 3.00379583551684E-07
156 0.00025123488335 0.00105 3.13159686779296E-07
157 0.000265926400438 0.00105 3.26413567101009E-07
158 0.000281512402234 0.00105 3.40160874359201E-07
159 0.000298047317839 0.00105 3.54422452831217E-07
160 0.000315588884451 0.00105 3.69131100712364E-07
161 0.000334198347925 0.0010471875 3.84339871154916E-07
162 0.000353940675446 0.0015 4.00089271952056E-07
163 0.000374884781017 0.0015 4.1640569454692E-07
164 0.000397103764536 0.0015 4.33253496085548E-07
165 0.00042067516526 0.0015 4.50666612032954E-07
166 0.000445681230532 0.0015 4.68698194313228E-07
167 0.000472209200645 0.001502710843374 4.87381652642332E-07
168 0.000500351610833 0.00105 5.06649002965652E-07
169 0.000530206611381 0.001047321428571 5.26506096567209E-07
170 0.000561878306924 0.0015 5.4705196392971E-07
171 0.000595477116082 0.001502647058824 5.68328891185939E-07
172 0.000631120152605 0.00105 5.90255379832917E-07
173 0.000668931629303 0.00104738372093 6.12746401900058E-07
174 0.000709043286103 0.0015 6.35960763674955E-07
175 0.000751594843612 0.0015 6.59901282365285E-07
176 0.000796734483706 0.0015 6.84459054213742E-07
177 0.000844619358687 0.001502556818182 7.09797397870226E-07
178 0.000895416130679 0.00105 7.35968117746409E-07
179 0.000949301542992 0.00105 7.62793759632342E-07
180 0.001006463025312 0.00105 7.9047858678583E-07
181 0.001067099334622 0.00105 8.19098715575606E-07
182 0.001131421233932 0.00105 8.48314076928821E-07
183 0.001199652210925 0.00105 8.78337928154923E-07
184 0.001272029238809 0.00105 9.09312895434085E-07
185 0.001348803581718 0.001047554347826 9.41079626289601E-07
186 0.00143024164718 0.0015 9.73589514090649E-07
187 0.001516625888255 0.0015 1.00695386252911E-06
188 0.001608255758091 0.0015 1.04120561345297E-06
189 0.001705448719775 0.0015 1.07631543375227E-06
190 0.001808541314504 0.0015 1.11226902244717E-06
191 0.001917890291213 0.001502368421053 1.14914434828442E-06
192 0.002033873800979 0.00105 1.18698549145703E-06
193 0.002156892659625 0.00104765625 1.2257487911403E-06
194 0.002287371682137 0.0015 1.26533201287609E-06
195 0.002425761092615 0.001502319587629 1.30586733264636E-06
196 0.002572538013674 0.00105 1.34740056986062E-06
197 0.00272820803932 0.00105 1.38989192174053E-06
198 0.002893306895506 0.00105 1.43309676013507E-06
199 0.003068402192707 0.00105 1.47720907422835E-06
200 0.003254095274987 0.00105 1.52226753515427E-06
201 0.003451023170195 0.00105 1.56829548303805E-06
202 0.003659860646027 0.00105 1.61514897353458E-06
203 0.003881322376824 0.001047772277228 1.66298545106445E-06
204 0.004116165226087 0.0015 1.71187202455816E-06
205 0.004365190649762 0.0015 1.76188409030829E-06
206 0.004629247225453 0.0015 1.81270451582073E-06
207 0.004909233312717 0.0015 1.86455540561948E-06
208 0.005206099849667 0.0015 1.91747613636954E-06
209 0.005520853291075 0.001502163461538 1.97151510064089E-06
210 0.005854558693089 0.00105 2.02673088824098E-06
211 0.006208342949644 0.00105 2.08266978324149E-06
212 0.006583398185424 0.00105 2.13943379908783E-06
213 0.00698098531009 0.001047877358491 2.19707060707551E-06
214 0.007402437738162 0.0015 2.25555515702951E-06
215 0.007849165278621 0.0015 2.31486583941135E-06
216 0.008322658197811 0.0015 2.3749841654452E-06
217 0.00882449145873 0.0015 2.43589923557747E-06
218 0.009356329139057 0.0015 2.49760951834787E-06
219 0.009919929029544 0.001502064220183 2.56012273423134E-06
220 0.010517147413394 0.00105 2.623458439404E-06
221 0.011149944026184 0.001047954545455 2.68770172131793E-06
222 0.011820387194576 0.0015 2.75297708129954E-06
223 0.01253065915056 0.001502027027027 2.81933056167283E-06
224 0.013283061516279 0.00105 2.8868767051244E-06
225 0.014080020952458 0.00105 2.95575492929779E-06
226 0.014924094961265 0.00105 3.02589935918617E-06
227 0.015817977831818 0.001048008849558 3.0965834721019E-06
228 0.016764506713703 0.0015 3.16831674567533E-06
229 0.017766667800573 0.001498026315789 3.24112505554115E-06
230 0.018827602602276 0.00195 3.31504603197673E-06
231 0.019950614279855 0.001953913043478 3.39009107911263E-06
232 0.021139174013236 0.00105 3.46528177213889E-06
233 0.022396927366362 0.001048060344828 3.5410394563175E-06
234 0.023727700609011 0.0015 3.61726337739003E-06
235 0.025135506948368 0.001501923076923 3.69385420136248E-06
236 0.026624552616769 0.00105 3.77071634588097E-06
237 0.028199242754721 0.00105 3.84855117381314E-06
238 0.029864187020358 0.00105 3.92710475862332E-06
239 0.031624204847969 0.00105 4.00632612901849E-06
240 0.033484330269029 0.00105 4.08628959933604E-06
241 0.035449816199341 0.001048125 4.16709430769006E-06
242 0.037526138085499 0.0015 4.2488656124283E-06
243 0.039718996792905 0.0015 4.33162002212871E-06
244 0.042034320606094 0.0015 4.41538073822516E-06
245 0.044478266200261 0.0015 4.50043783541963E-06
246 0.04705721843069 0.0015 4.58698221499556E-06
247 0.049777788774481 0.001501829268293 4.67522852186809E-06
248 0.052646812246647 0.00105 4.76541396356889E-06
249 0.055671342600669 0.00105 4.85768825273729E-06
250 0.058858645612051 0.00105 4.94968980338705E-06
251 0.062216190232777 0.0010482 5.04289230175213E-06
252 0.065751637395161 0.0015 5.13723608043749E-06
253 0.069472826235775 0.0015 5.23263430780217E-06
254 0.073387757504554 0.0015 5.32896663427555E-06
255 0.077504573921209 0.0015 5.42607166961145E-06
256 0.081831537241501 0.0015 5.5243645681403E-06
257 0.086377001800243 0.0015 5.62374758481053E-06
258 0.091149384306969 0.0015 5.72375382889318E-06
259 0.096157129684639 0.001498255813953 5.82410077126559E-06
260 0.101408672762462 0.00195 5.92441892680756E-06
261 0.106912395661531 0.001951730769231 6.02423553472102E-06
262 0.112676580747389 0.0015 6.12444362311066E-06
263 0.118709359067437 0.0015 6.22966194846236E-06
264 0.125018654244003 0.0015 6.3364878095143E-06
265 0.131612121856295 0.001501704545455 6.44481427701891E-06
266 0.13849708441672 0.00105 6.55440981511948E-06
267 0.145680462129275 0.00105 6.66489176444481E-06
268 0.153168699709609 0.00105 6.77569831697597E-06
269 0.160967689647478 0.001048320895522 6.89343120407075E-06
270 0.169082692401657 0.0015 7.015624212607E-06
271 0.177518254133583 0.0015 7.14111773674317E-06
272 0.186278122707188 0.0015 7.26959269039882E-06
273 0.195365162806196 0.0015 7.40050048737738E-06
274 0.204781271143623 0.0015 7.53303056982769E-06
275 0.214527292857944 0.001501642335766 7.66997449349003E-06
276 0.224602940302477 0.00105 7.81454324262179E-06
277 0.235006715534608 0.001048369565217 7.96237292181958E-06
278 0.245735837894941 0.0015 8.11256070713843E-06
279 0.256786178128558 0.001501618705036 8.26390189807027E-06
280 0.268152200536427 0.00105 8.41486776373307E-06
281 0.279826914650152 0.00105 8.56358703613746E-06
282 0.291801837893527 0.00105 8.72344046313826E-06
283 0.304066970626335 0.001048404255319 8.89053164957061E-06
284 0.316610784857161 0.0015 9.06092192777554E-06
285 0.329420227761236 0.001501584507042 9.23399785143007E-06
286 0.342480740946903 0.00105 9.40900567141501E-06
287 0.355776296181783 0.00105 9.585065017577E-06
288 0.369289448020691 0.00105 9.76270696394535E-06
289 0.383001403477073 0.00105 9.9564225485632E-06
290 0.396892108555007 0.00105 1.01576742172203E-05
291 0.410940351118186 0.00105 1.0367474631196E-05
292 0.425123879225442 0.00105 1.05870582849723E-05
293 0.439419533719909 0.00104845890411 1.08179322828416E-05
294 0.453803393532014 0.0015 1.10619319844276E-05
295 0.468250931856236 0.0015 1.13156120923748E-05
296 0.482737181098626 0.0015 1.15749088370612E-05
297 0.497236904276026 0.0015 1.18467604815382E-05
298 0.511724770386733 0.0015 1.21331049765445E-05
299 0.5261755311723 0.001501510067114 1.24363781150488E-05
300 0.540564196654901 0.00105 1.27595807563854E-05
301 0.55486620686571 0.0010485 1.31063445916961E-05
302 0.569057597275813 0.0015 1.34541938468034E-05
303 0.583115155598538 0.001501490066225 1.38104650426181E-05
304 0.597016567844924 0.00105 1.41827100387061E-05
305 0.610740551774246 0.00105 1.45730104219877E-05
306 0.624266976179703 0.00105 1.49839742905289E-05
307 0.637576964774893 0.00105 1.54187760381118E-05
308 0.650652983788522 0.00105 1.5878782299222E-05
309 0.663478912721681 0.001048538961039 1.63438128307226E-05
310 0.67604009806338 0.0015 1.68306478661728E-05
311 0.688323390085989 0.0015 1.73416255493179E-05
312 0.700317163144343 0.0015 1.78794629081547E-05
313 0.712011320173465 0.0015 1.8447257577386E-05
314 0.723397282314783 0.0015 1.90484838256577E-05
315 0.73446796479585 0.001501433121019 1.96825093611634E-05
316 0.745217740341927 0.00105 2.03482505984294E-05
317 0.755642391509195 0.001048575949367 2.10532156576009E-05
318 0.76573905339988 0.0015 2.18008189727954E-05
319 0.775506148251664 0.00150141509434 2.25946441455743E-05
320 0.784943313390726 0.00105 2.34384163536968E-05
321 0.794051324003705 0.00104859375 2.43359727757191E-05
322 0.802832012123346 0.0015 2.52836723007597E-05
323 0.811288183140307 0.0015 2.62853572620011E-05
324 0.819423531054501 0.0015 2.73458766519645E-05
325 0.827242553567839 0.0015 2.84678074112709E-05
326 0.834750468000938 0.0015 2.96535652212742E-05
327 0.841953128892981 0.0015 3.09053729479396E-05
328 0.848856948020044 0.0015 3.22253785766637E-05
329 0.855468817445789 0.00150137195122 3.36259853694523E-05
330 0.861796036101817 0.00105 3.51036352646826E-05
331 0.867846240285138 0.001047272727273 3.66607706949892E-05
332 0.873627338358579 0.00195 3.82996123139304E-05
333 0.87914744984738 0.00195 4.0022135672303E-05
334 0.884414849042449 0.00195 4.18300496203305E-05
335 0.889437913147803 0.001952694610778 4.37380740686429E-05
336 0.894225074946697 0.00105 4.57805066559047E-05
337 0.898784779907489 0.00105 4.7941045703414E-05
338 0.903125447605853 0.00105 5.02264511339449E-05
339 0.907255437304102 0.001047337278107 5.26436643271161E-05
340 0.911183017500213 0.00195 5.51997964578266E-05
341 0.91491633923808 0.00195 5.79021182750963E-05
342 0.918463412955661 0.00195 6.07766177778013E-05
343 0.921832088638341 0.001952631578947 6.38388252126348E-05
344 0.925030039040189 0.00105 6.70906782119123E-05
345 0.928064745735189 0.001048691860465 7.05443127566839E-05
346 0.930943487763239 0.0015 7.42123456728546E-05
347 0.933673332641202 0.001501300578035 7.81078711887597E-05
348 0.936261129516929 0.00105 8.22444583134145E-05
349 0.938713504253515 0.00105 8.66285621825609E-05
350 0.941036856241642 0.00105 9.12769103083503E-05
351 0.943237356749313 0.001048714285714 9.62042391718553E-05
352 0.94532094863029 0.0015 0.000101424877306
353 0.947293347224834 0.0015 0.000106953533993
354 0.949160042298677 0.0015 0.000112805300006
355 0.950926300878327 0.0015 0.000118999749733
356 0.952597170852733 0.0015 0.00012557707872
357 0.954177485222816 0.001498735955056 0.000132541621018
358 0.95567186689139 0.00195 0.000139913611014
359 0.957084733896436 0.00195125698324 0.000147713979588
360 0.958420305000556 0.0015 0.00015596435625
361 0.959682605558664 0.0015 0.000164687071387
362 0.960875473594554 0.0015 0.000173941103294
363 0.96200256602497 0.0015 0.000183789246043
364 0.963067364977121 0.0015 0.000194233606021
365 0.964073184152336 0.001501236263736 0.000205310428801
366 0.965023175194699 0.00105 0.000217057594922
367 0.965920334029085 0.00105 0.000229514622317
368 0.966767507138116 0.00105 0.000242722668717
369 0.967567397752108 0.001048777173913 0.000256755822093
370 0.968322571930181 0.0015 0.000271657951741
371 0.969035464514419 0.0015 0.000287472087336
372 0.969708384942219 0.0015 0.000304251599658
373 0.970343522904887 0.0015 0.00032205196796
374 0.970942953843135 0.0015 0.000340930782074
375 0.971508644272396 0.001501203208556 0.000360948117393
376 0.972042456932852 0.00105 0.000382180191766
377 0.972546155760846 0.001048803191489 0.000404684129885
378 0.973021410679819 0.0015 0.000428527750035
379 0.973469802210246 0.00150119047619 0.000453781142867
380 0.973892825899155 0.00105 0.000480516673094
381 0.974291896570757 0.001047631578947 0.000508808981117
382 0.974668352400537 0.00195 0.000538776965636
383 0.975023458815818 0.001947251308901 0.000570596496577
384 0.97535841222637 0.003 0.000604298875557
385 0.975674343589081 0.003 0.000639986798571
386 0.97597232181109 0.003 0.000677766837448
387 0.976253356996046 0.003 0.000717749441097
388 0.976518403538367 0.003 0.000760048936694
389 0.976768363070554 0.003001546391753 0.000804930654579
390 0.977004087268672 0.0024 0.000852572091668
391 0.977226380521199 0.002397307692308 0.000903057201632
392 0.977436002466456 0.00345 0.00095654904006
393 0.977633670403778 0.00345 0.001013217272976
394 0.977820061583589 0.00345 0.001073238177722
395 0.977995815381444 0.003447715736041 0.001136794643783
396 0.978161535361016 0.00435 0.001204214037208
397 0.978317791230908 0.00435 0.00127564891693
398 0.978465120700039 0.00435 0.001351308115737
399 0.97860403123625 0.004347361809045 0.001431421078925
400 0.978735001732601 0.0054 0.001516225480149
401 0.978858484085724 0.0054 0.001605967222027
402 0.978974904690428 0.0054 0.001700922059888
403 0.979084665854611 0.005398880597015 0.001801467552222
404 0.979188147138385 0.00585 0.001907817665802
405 0.979285706621159 0.005851113861386 0.002020268675831
406 0.979377682100292 0.0054 0.002139126573915
407 0.979464392224759 0.005398891625616 0.002264707068501
408 0.979546137567153 0.00585 0.002397335585288
409 0.979623201637165 0.005846299019608 0.002537544459768
410 0.979695851839588 0.00736 0.002685876408127
411 0.97976434037972 0.007358902439024 0.002842571170245
412 0.979828905118918 0.00781 0.003008051943855
413 0.979889770382936 0.00780854368932 0.003182756537763
