time,Input_12,Input_10,Input_8,Output_12,Output_10,Output_8
431,0.980768,0.976936,0.861288,0.20367000000000002,0.020345,0.001615
432,0.980774,0.977094,0.864682,0.20942,0.02132,0.0021
433,0.980779,0.977246,0.867992,0.21352,0.02237,0.0018599999999999999
434,0.980784,0.977391,0.87122,0.21762,0.02342,0.00162
435,0.98079,0.977531,0.874367,0.223135,0.024695,0.001375
436,0.980794,0.977666,0.877435,0.22865,0.02597,0.00113
437,0.980799,0.977795,0.880424,0.23393,0.02672,0.001375
438,0.980803,0.977919,0.883337,0.23921,0.02747,0.00162
439,0.980807,0.978038,0.886174,0.244485,0.02875,0.00162
440,0.980811,0.978152,0.888937,0.24976,0.03003,0.00162
441,0.980815,0.978261,0.891628,0.25630000000000003,0.03153,0.00162
442,0.980819,0.978367,0.894247,0.26284,0.03303,0.00162
443,0.980822,0.978468,0.896798,0.26765,0.034305,0.00162
444,0.980825,0.978565,0.899279,0.27246,0.03558,0.00162
445,0.980829,0.978658,0.901694,0.278525,0.037455,0.002185
446,0.980831,0.978747,0.904044,0.28459,0.03933,0.00275
447,0.980834,0.978833,0.90633,0.29073499999999997,0.040834999999999996,0.002425
448,0.980837,0.978916,0.908553,0.29688,0.04234,0.0021
449,0.980839,0.978995,0.910715,0.30334,0.044215000000000004,0.001615
450,0.980842,0.979071,0.912817,0.3098,0.04609,0.00113
451,0.980844,0.979143,0.914861,0.31657500000000005,0.04789,0.001615
452,0.980846,0.979213,0.916848,0.32335,0.04969,0.0021
453,0.980848,0.979281,0.918779,0.328865,0.051795,0.0018599999999999999
454,0.98085,0.979345,0.920656,0.33438,0.0539,0.00162
455,0.980852,0.979407,0.922479,0.340765,0.056075,0.00162
456,0.980854,0.979467,0.924251,0.34715,0.05825,0.00162
457,0.980856,0.979524,0.925972,0.353215,0.06035,0.00162
458,0.980858,0.979578,0.927644,0.35928,0.06245,0.00162
459,0.980859,0.979631,0.929268,0.365425,0.06493,0.0018599999999999999
460,0.980861,0.979681,0.930845,0.37157,0.06741,0.0021
461,0.980862,0.97973,0.932377,0.37834500000000004,0.07011,0.0021
462,0.980863,0.979776,0.933863,0.38512,0.07281,0.0021
463,0.980865,0.979821,0.935307,0.390795,0.07529,0.002425
464,0.980866,0.979864,0.936708,0.39647,0.07777,0.00275
465,0.980867,0.979905,0.938068,0.40301,0.08047,0.00275
466,0.980868,0.979945,0.939389,0.40955,0.08317,0.00275
467,0.980869,0.979983,0.94067,0.417115,0.08602499999999999,0.002425
468,0.98087,0.980019,0.941913,0.42468,0.08888,0.0021
469,0.980871,0.980054,0.94312,0.430745,0.09113,0.0018599999999999999
470,0.980872,0.980087,0.94429,0.43681,0.09338,0.00162
471,0.980873,0.98012,0.945426,0.44453,0.09676000000000001,0.002185
472,0.980874,0.980151,0.946527,0.45225,0.10014,0.00275
473,0.980874,0.98018,0.947596,0.45816,0.10329,0.002995
474,0.980875,0.980209,0.948633,0.46407,0.10644,0.00324
475,0.980876,0.980236,0.949638,0.47116,0.109895,0.002995
476,0.980877,0.980262,0.950613,0.47825,0.11335,0.00275
477,0.980877,0.980287,0.951558,0.48487,0.116875,0.00275
478,0.980878,0.980312,0.952475,0.49149,0.1204,0.00275
479,0.980878,0.980335,0.953364,0.498265,0.12392999999999998,0.00275
480,0.980879,0.980357,0.954226,0.50504,0.12746,0.00275
481,0.98088,0.980378,0.955062,0.512765,0.13076,0.00275
482,0.98088,0.980399,0.955872,0.52049,0.13406,0.00275
483,0.98088,0.980419,0.956658,0.52608,0.138565,0.002185
484,0.980881,0.980438,0.957419,0.53167,0.14307,0.00162
485,0.980881,0.980456,0.958157,0.5389200000000001,0.14585,0.002185
486,0.980882,0.980473,0.958873,0.54617,0.14863,0.00275
487,0.980882,0.98049,0.959566,0.5532600000000001,0.152605,0.00275
488,0.980883,0.980506,0.960238,0.56035,0.15658,0.00275
489,0.980883,0.980521,0.960889,0.566655,0.160335,0.00275
490,0.980883,0.980536,0.961521,0.57296,0.16409,0.00275
491,0.980884,0.98055,0.962132,0.581705,0.16784500000000002,0.00275
492,0.980884,0.980564,0.962725,0.59045,0.1716,0.00275
493,0.980884,0.980577,0.963299,0.59565,0.1761,0.00275
494,0.980884,0.98059,0.963856,0.60085,0.1806,0.00275
495,0.980885,0.980602,0.964395,0.606995,0.184805,0.002995
496,0.980885,0.980613,0.964917,0.61314,0.18901,0.00324
497,0.980885,0.980624,0.965423,0.619915,0.193965,0.00324
498,0.980885,0.980635,0.965913,0.62669,0.19892,0.00324
499,0.980886,0.980645,0.966388,0.63331,0.203575,0.003805
500,0.980886,0.980655,0.966849,0.63993,0.20823,0.00437
501,0.980886,0.980665,0.967294,0.645525,0.21228,0.003805
502,0.980886,0.980674,0.967726,0.65112,0.21633,0.00324
503,0.980886,0.980682,0.968144,0.65774,0.22181,0.00429
504,0.980887,0.980691,0.96855,0.66436,0.22729,0.00534
505,0.980887,0.980699,0.968942,0.669635,0.231495,0.00534
506,0.980887,0.980706,0.969322,0.67491,0.2357,0.00534
507,0.980887,0.980714,0.96969,0.681295,0.24028,0.0059050000000000005
508,0.980887,0.980721,0.970047,0.68768,0.24486,0.00647
509,0.980887,0.980728,0.970392,0.69296,0.249515,0.0075250000000000004
510,0.980887,0.980734,0.970727,0.69824,0.25417,0.00858
511,0.980888,0.98074,0.97105,0.7023349999999999,0.25927,0.009145
512,0.980888,0.980746,0.971364,0.70643,0.26437,0.00971
513,0.980888,0.980752,0.971668,0.71092,0.2688,0.010195
514,0.980888,0.980758,0.971962,0.71541,0.27323,0.01068
515,0.980888,0.980763,0.972247,0.720215,0.27810999999999997,0.01125
516,0.980888,0.980768,0.972523,0.72502,0.28299,0.01182
517,0.980888,0.980773,0.97279,0.7303,0.28787,0.012385
518,0.980888,0.980778,0.973049,0.73558,0.29275,0.01295
519,0.980888,0.980782,0.973299,0.739285,0.298155,0.01376
520,0.980888,0.980786,0.973542,0.74299,0.30356,0.01457
521,0.980889,0.980791,0.973776,0.7466900000000001,0.30949,0.015135
522,0.980889,0.980795,0.974004,0.75039,0.31542,0.0157
523,0.980889,0.980798,0.974224,0.75512,0.320975,0.016184999999999998
524,0.980889,0.980802,0.974437,0.75985,0.32653,0.01667
525,0.980889,0.980806,0.974644,0.762845,0.33141,0.017480000000000002
526,0.980889,0.980809,0.974843,0.76584,0.33629,0.01829
527,0.980889,0.980812,0.975037,0.7697,0.34124,0.018615
528,0.980889,0.980815,0.975224,0.77356,0.34619,0.01894
529,0.980889,0.980818,0.975406,0.778285,0.35167000000000004,0.019749999999999997
530,0.980889,0.980821,0.975581,0.78301,0.35715,0.02056
531,0.980889,0.980824,0.975751,0.78703,0.36263,0.021124999999999998
532,0.980889,0.980827,0.975916,0.79105,0.36811,0.02169
533,0.980889,0.980829,0.976075,0.7942,0.37419,0.022175
534,0.980889,0.980832,0.976229,0.79735,0.38027,0.02266
535,0.980889,0.980834,0.976379,0.800505,0.3847,0.023795
536,0.980889,0.980836,0.976523,0.80366,0.38913,0.02493
537,0.980889,0.980838,0.976663,0.80799,0.39491,0.02574
538,0.980889,0.98084,0.976799,0.81232,0.40069,0.02655
539,0.980889,0.980842,0.97693,0.814765,0.40617000000000003,0.02768
540,0.980889,0.980844,0.977057,0.81721,0.41165,0.02881
541,0.980889,0.980846,0.97718,0.82107,0.41863,0.02962
542,0.980889,0.980848,0.977299,0.82493,0.42561,0.03043
543,0.980889,0.98085,0.977414,0.8270550000000001,0.431315,0.031805
544,0.98089,0.980851,0.977526,0.82918,0.43702,0.03318
545,0.98089,0.980853,0.977634,0.8331999999999999,0.442275,0.03375
546,0.98089,0.980854,0.977738,0.83722,0.44753,0.03432
547,0.98089,0.980856,0.977839,0.8406849999999999,0.45391,0.03545
548,0.98089,0.980857,0.977937,0.84415,0.46029,0.03658
549,0.98089,0.980858,0.978032,0.846675,0.46682,0.037955
550,0.98089,0.98086,0.978124,0.8492,0.47335,0.03933
551,0.98089,0.980861,0.978212,0.852745,0.47943,0.040465
552,0.98089,0.980862,0.978298,0.85629,0.48551,0.0416
553,0.98089,0.980863,0.978382,0.857945,0.49174,0.042734999999999995
554,0.98089,0.980864,0.978462,0.8596,0.49797,0.04387
555,0.98089,0.980865,0.97854,0.8624350000000001,0.502175,0.045
556,0.98089,0.980866,0.978616,0.86527,0.50638,0.04613
557,0.98089,0.980867,0.978689,0.8678699999999999,0.51231,0.04783
558,0.98089,0.980868,0.978759,0.87047,0.51824,0.04953
559,0.98089,0.980869,0.978828,0.87236,0.5242450000000001,0.050665
560,0.98089,0.98087,0.978894,0.87425,0.53025,0.0518
561,0.98089,0.980871,0.978958,0.87693,0.53693,0.05382
562,0.98089,0.980871,0.97902,0.87961,0.54361,0.05584
563,0.98089,0.980872,0.97908,0.882525,0.54984,0.057620000000000005
564,0.98089,0.980873,0.979138,0.88544,0.55607,0.0594
565,0.98089,0.980874,0.979195,0.886935,0.56125,0.06078
566,0.98089,0.980874,0.979249,0.88843,0.56643,0.06216
567,0.98089,0.980875,0.979302,0.890245,0.5722849999999999,0.06483
568,0.98089,0.980876,0.979353,0.89206,0.57814,0.0675
569,0.98089,0.980876,0.979402,0.8950549999999999,0.5847450000000001,0.068955
570,0.98089,0.980877,0.97945,0.89805,0.59135,0.07041
571,0.98089,0.980877,0.979497,0.89923,0.59743,0.071865
572,0.98089,0.980878,0.979541,0.90041,0.60351,0.07332
573,0.98089,0.980878,0.979585,0.90293,0.60974,0.07599500000000001
574,0.98089,0.980879,0.979627,0.90545,0.61597,0.07867
575,0.98089,0.980879,0.979667,0.90734,0.6204000000000001,0.08077000000000001
576,0.98089,0.98088,0.979707,0.90923,0.62483,0.08287
577,0.98089,0.98088,0.979745,0.91128,0.631885,0.08521999999999999
578,0.98089,0.98088,0.979781,0.91333,0.63894,0.08757
579,0.98089,0.980881,0.979817,0.915065,0.6429199999999999,0.08943
580,0.98089,0.980881,0.979852,0.9168,0.6469,0.09129
581,0.98089,0.980881,0.979885,0.9178999999999999,0.65283,0.09307
582,0.98089,0.980882,0.979917,0.919,0.65876,0.09485
583,0.98089,0.980882,0.979949,0.91979,0.664915,0.097605
584,0.98089,0.980882,0.979979,0.92058,0.67107,0.10036
585,0.98089,0.980883,0.980008,0.923495,0.675875,0.102545
586,0.98089,0.980883,0.980037,0.92641,0.68068,0.10473
587,0.98089,0.980883,0.980064,0.9275899999999999,0.68556,0.108125
588,0.98089,0.980884,0.980091,0.92877,0.69044,0.11152
589,0.98089,0.980884,0.980116,0.9295599999999999,0.694715,0.11371
590,0.98089,0.980884,0.980141,0.93035,0.69899,0.1159
591,0.98089,0.980884,0.980165,0.93232,0.70545,0.119055
592,0.98089,0.980885,0.980189,0.93429,0.71191,0.12221
593,0.98089,0.980885,0.980211,0.935235,0.7163349999999999,0.125365
594,0.98089,0.980885,0.980233,0.93618,0.72076,0.12852
595,0.98089,0.980885,0.980254,0.93634,0.7266900000000001,0.130465
596,0.98089,0.980885,0.980275,0.9365,0.73262,0.13241
597,0.98089,0.980886,0.980294,0.93957,0.7379500000000001,0.136615
598,0.98089,0.980886,0.980314,0.94264,0.74328,0.14082
599,0.98089,0.980886,0.980332,0.94335,0.74711,0.14308500000000002
600,0.98089,0.980886,0.98035,0.94406,0.75094,0.14535
601,0.98089,0.980886,0.980367,0.9453199999999999,0.75484,0.148265
602,0.98089,0.980886,0.980384,0.94658,0.75874,0.15118
603,0.98089,0.980887,0.9804,0.9467399999999999,0.763395,0.1545
604,0.98089,0.980887,0.980416,0.9469,0.76805,0.15782
605,0.98089,0.980887,0.980431,0.947845,0.772105,0.16154
606,0.98089,0.980887,0.980446,0.94879,0.77616,0.16526
607,0.98089,0.980887,0.980461,0.9515450000000001,0.7801400000000001,0.168255
608,0.98089,0.980887,0.980474,0.9543,0.78412,0.17125
609,0.98089,0.980887,0.980488,0.95438,0.7882450000000001,0.174325
610,0.98089,0.980887,0.980501,0.95446,0.79237,0.1774
611,0.98089,0.980888,0.980513,0.9554849999999999,0.7948500000000001,0.18080000000000002
612,0.98089,0.980888,0.980525,0.95651,0.79733,0.1842
613,0.98089,0.980888,0.980537,0.95643,0.80153,0.18841000000000002
614,0.98089,0.980888,0.980548,0.95635,0.80573,0.19262
615,0.98089,0.980888,0.980559,0.9584,0.809935,0.196505
616,0.98089,0.980888,0.98057,0.96045,0.81414,0.20039
617,0.98089,0.980888,0.98058,0.961395,0.8184199999999999,0.204275
618,0.98089,0.980888,0.98059,0.96234,0.8227,0.20816
619,0.98089,0.980888,0.9806,0.962735,0.826155,0.212125
620,0.98089,0.980888,0.980609,0.96313,0.82961,0.21609
621,0.98089,0.980888,0.980618,0.96305,0.833135,0.21973
622,0.98089,0.980888,0.980627,0.96297,0.83666,0.22337
623,0.98089,0.980888,0.980636,0.96368,0.84019,0.227335
624,0.98089,0.980889,0.980644,0.96439,0.84372,0.2313
625,0.98089,0.980889,0.980652,0.96565,0.84642,0.23502499999999998
626,0.98089,0.980889,0.980659,0.96691,0.84912,0.23875
627,0.98089,0.980889,0.980667,0.967855,0.851825,0.24328
628,0.98089,0.980889,0.980674,0.9688,0.85453,0.24781
629,0.98089,0.980889,0.980681,0.969665,0.85633,0.25089
630,0.98089,0.980889,0.980688,0.97053,0.85813,0.25397
631,0.98089,0.980889,0.980694,0.97061,0.86271,0.25777
632,0.98089,0.980889,0.9807,0.97069,0.86729,0.26157
633,0.98089,0.980889,0.980707,0.971795,0.869165,0.26586
634,0.98089,0.980889,0.980712,0.9729,0.87104,0.27015
635,0.98089,0.980889,0.980718,0.971955,0.87382,0.274845
636,0.98089,0.980889,0.980724,0.97101,0.8766,0.27954
637,0.98089,0.980889,0.980729,0.9729000000000001,0.878475,0.284315
638,0.98089,0.980889,0.980734,0.97479,0.88035,0.28909
639,0.98089,0.980889,0.980739,0.974,0.8841749999999999,0.29313500000000003
640,0.98089,0.980889,0.980744,0.97321,0.888,0.29718
641,0.98089,0.980889,0.980749,0.974235,0.88988,0.301635
642,0.98089,0.980889,0.980753,0.97526,0.89176,0.30609
643,0.98089,0.980889,0.980758,0.9760500000000001,0.89371,0.30981
644,0.98089,0.980889,0.980762,0.97684,0.89566,0.31353
645,0.98089,0.980889,0.980766,0.977075,0.898515,0.318955
646,0.98089,0.980889,0.98077,0.97731,0.90137,0.32438
647,0.98089,0.980889,0.980774,0.97715,0.90332,0.32947499999999996
648,0.98089,0.980889,0.980778,0.97699,0.90527,0.33457
649,0.98089,0.980889,0.980781,0.977935,0.907295,0.33845499999999995
650,0.98089,0.980889,0.980785,0.97888,0.90932,0.34234
651,0.98089,0.98089,0.980788,0.979195,0.9112750000000001,0.34670999999999996
652,0.98089,0.98089,0.980791,0.97951,0.91323,0.35108
653,0.98089,0.98089,0.980795,0.9805349999999999,0.91518,0.35545499999999997
654,0.98089,0.98089,0.980798,0.98156,0.91713,0.35983
655,0.98089,0.98089,0.980801,0.981405,0.9191549999999999,0.363875
656,0.98089,0.98089,0.980804,0.98125,0.92118,0.36792
657,0.98089,0.98089,0.980806,0.98322,0.9221550000000001,0.37285500000000005
658,0.98089,0.98089,0.980809,0.98519,0.92313,0.37779
659,0.98089,0.98089,0.980812,0.98322,0.92516,0.38192000000000004
660,0.98089,0.98089,0.980814,0.98125,0.92719,0.38605
661,0.98089,0.98089,0.980817,0.982745,0.9292149999999999,0.390175
662,0.98089,0.98089,0.980819,0.98424,0.93124,0.3943
663,0.98089,0.98089,0.980821,0.9839249999999999,0.93229,0.399965
664,0.98089,0.98089,0.980823,0.98361,0.93334,0.40563
665,0.98089,0.98089,0.980826,0.98432,0.934395,0.40992
666,0.98089,0.98089,0.980828,0.98503,0.93545,0.41421
667,0.98089,0.98089,0.98083,0.984165,0.938525,0.41947
668,0.98089,0.98089,0.980832,0.9833,0.9416,0.42473
669,0.98089,0.98089,0.980834,0.98566,0.9416,0.42918500000000004
670,0.98089,0.98089,0.980835,0.98802,0.9416,0.43364
671,0.98089,0.98089,0.980837,0.98802,0.9436249999999999,0.43857500000000005
672,0.98089,0.98089,0.980839,0.98802,0.94565,0.44351
673,0.98089,0.98089,0.98084,0.98692,0.94565,0.448525
674,0.98089,0.98089,0.980842,0.98582,0.94565,0.45354
675,0.98089,0.98089,0.980844,0.986765,0.946705,0.45921
676,0.98089,0.98089,0.980845,0.98771,0.94776,0.46488
677,0.98089,0.98089,0.980847,0.98779,0.94986,0.46949
678,0.98089,0.98089,0.980848,0.98787,0.95196,0.4741
679,0.98089,0.98089,0.980849,0.9877100000000001,0.95196,0.47831
680,0.98089,0.98089,0.980851,0.98755,0.95196,0.48252
681,0.98089,0.98089,0.980852,0.9886550000000001,0.95301,0.48680999999999996
682,0.98089,0.98089,0.980853,0.98976,0.95406,0.4911
683,0.98089,0.98089,0.980854,0.9887349999999999,0.95511,0.495875
684,0.98089,0.98089,0.980855,0.98771,0.95616,0.50065
685,0.98089,0.98089,0.980857,0.9886550000000001,0.95721,0.505585
686,0.98089,0.98089,0.980858,0.9896,0.95826,0.51052
687,0.98089,0.98089,0.980859,0.98968,0.95939,0.51659
688,0.98089,0.98089,0.98086,0.98976,0.96052,0.52266
689,0.98089,0.98089,0.980861,0.989835,0.96157,0.5271950000000001
690,0.98089,0.98089,0.980862,0.98991,0.96262,0.53173
691,0.98089,0.98089,0.980862,0.9899899999999999,0.96262,0.536825
692,0.98089,0.98089,0.980863,0.99007,0.96262,0.54192
693,0.98089,0.98089,0.980864,0.9922,0.96367,0.546535
694,0.98089,0.98089,0.980865,0.99433,0.96472,0.55115
695,0.98089,0.98089,0.980866,0.99307,0.96577,0.55649
696,0.98089,0.98089,0.980867,0.99181,0.96682,0.56183
697,0.98089,0.98089,0.980867,0.99102,0.96577,0.566525
698,0.98089,0.98089,0.980868,0.99023,0.96472,0.57122
699,0.98089,0.98089,0.980869,0.991175,0.96472,0.57551
700,0.98089,0.98089,0.98087,0.99212,0.96472,0.5798
701,0.98089,0.98089,0.98087,0.9922,0.96577,0.5846549999999999
702,0.98089,0.98089,0.980871,0.99228,0.96682,0.58951
703,0.98089,0.98089,0.980871,0.99212,0.967945,0.5938
704,0.98089,0.98089,0.980872,0.99196,0.96907,0.59809
705,0.98089,0.98089,0.980873,0.992985,0.970125,0.6025400000000001
706,0.98089,0.98089,0.980873,0.99401,0.97118,0.60699
707,0.98089,0.98089,0.980874,0.99401,0.97118,0.6120099999999999
708,0.98089,0.98089,0.980874,0.99401,0.97118,0.61703
709,0.98089,0.98089,0.980875,0.99401,0.97118,0.620915
710,0.98089,0.98089,0.980875,0.99401,0.97118,0.6248
711,0.98089,0.98089,0.980876,0.994955,0.97118,0.62998
712,0.98089,0.98089,0.980876,0.9959,0.97118,0.63516
713,0.98089,0.98089,0.980877,0.995115,0.970125,0.6391249999999999
714,0.98089,0.98089,0.980877,0.99433,0.96907,0.64309
715,0.98089,0.98089,0.980877,0.995275,0.970125,0.6484300000000001
716,0.98089,0.98089,0.980878,0.99622,0.97118,0.65377
717,0.98089,0.98089,0.980878,0.99614,0.97118,0.6585449999999999
718,0.98089,0.98089,0.980879,0.99606,0.97118,0.66332
719,0.98089,0.98089,0.980879,0.9962949999999999,0.97118,0.66745
720,0.98089,0.98089,0.980879,0.99653,0.97118,0.67158
721,0.98089,0.98089,0.98088,0.99543,0.97118,0.6764349999999999
722,0.98089,0.98089,0.98088,0.99433,0.97118,0.68129
723,0.98089,0.98089,0.98088,0.99433,0.97118,0.6855
724,0.98089,0.98089,0.980881,0.99433,0.97118,0.68971
725,0.98089,0.98089,0.980881,0.994405,0.97118,0.694725
726,0.98089,0.98089,0.980881,0.99448,0.97118,0.69974
727,0.98089,0.98089,0.980882,0.99543,0.97118,0.702575
728,0.98089,0.98089,0.980882,0.99638,0.97118,0.70541
729,0.98089,0.98089,0.980882,0.99614,0.972305,0.71059
730,0.98089,0.98089,0.980882,0.9959,0.97343,0.71577
731,0.98089,0.98089,0.980883,0.99614,0.97343,0.71868
732,0.98089,0.98089,0.980883,0.99638,0.97343,0.72159
733,0.98089,0.98089,0.980883,0.9974000000000001,0.97448,0.726045
734,0.98089,0.98089,0.980883,0.99842,0.97553,0.7305
735,0.98089,0.98089,0.980883,0.998185,0.97553,0.7335750000000001
736,0.98089,0.98089,0.980884,0.99795,0.97553,0.73665
737,0.98089,0.98089,0.980884,0.997085,0.977705,0.74118
738,0.98089,0.98089,0.980884,0.99622,0.97988,0.74571
739,0.98089,0.98089,0.980884,0.9974000000000001,0.97988,0.748785
740,0.98089,0.98089,0.980884,0.99858,0.97988,0.75186
741,0.98089,0.98089,0.980885,0.99724,0.97988,0.7573650000000001
742,0.98089,0.98089,0.980885,0.9959,0.97988,0.76287
743,0.98089,0.98089,0.980885,0.9962150000000001,0.9810049999999999,0.766025
744,0.98089,0.98089,0.980885,0.99653,0.98213,0.76918
745,0.98089,0.98089,0.980885,0.9962949999999999,0.98213,0.773145
746,0.98089,0.98089,0.980885,0.99606,0.98213,0.77711
747,0.98089,0.98089,0.980886,0.99614,0.98326,0.78035
748,0.98089,0.98089,0.980886,0.99622,0.98439,0.78359
749,0.98089,0.98089,0.980886,0.996375,0.98544,0.7876350000000001
750,0.98089,0.98089,0.980886,0.99653,0.98649,0.79168
751,0.98089,0.98089,0.980886,0.997635,0.98649,0.79419
752,0.98089,0.98089,0.980886,0.99874,0.98649,0.7967
753,0.98089,0.98089,0.980886,0.99874,0.98649,0.8000149999999999
754,0.98089,0.98089,0.980886,0.99874,0.98649,0.80333
755,0.98089,0.98089,0.980887,0.99882,0.98649,0.80665
756,0.98089,0.98089,0.980887,0.9989,0.98649,0.80997
757,0.98089,0.98089,0.980887,0.99866,0.98649,0.81248
758,0.98089,0.98089,0.980887,0.99842,0.98649,0.81499
759,0.98089,0.98089,0.980887,0.9984999999999999,0.98649,0.81839
760,0.98089,0.98089,0.980887,0.99858,0.98649,0.82179
761,0.98089,0.98089,0.980887,0.99748,0.98649,0.82527
762,0.98089,0.98089,0.980887,0.99638,0.98649,0.82875
763,0.98089,0.98089,0.980887,0.996615,0.98649,0.8304499999999999
764,0.98089,0.98089,0.980887,0.99685,0.98649,0.83215
765,0.98089,0.98089,0.980888,0.9966900000000001,0.9876149999999999,0.8348199999999999
766,0.98089,0.98089,0.980888,0.99653,0.98874,0.83749
767,0.98089,0.98089,0.980888,0.997475,0.989865,0.8400799999999999
768,0.98089,0.98089,0.980888,0.99842,0.99099,0.84267
769,0.98089,0.98089,0.980888,0.99842,0.989865,0.84445
770,0.98089,0.98089,0.980888,0.99842,0.98874,0.84623
771,0.98089,0.98089,0.980888,0.9984999999999999,0.989865,0.8489
772,0.98089,0.98089,0.980888,0.99858,0.99099,0.85157
773,0.98089,0.98089,0.980888,0.9974000000000001,0.989865,0.85335
774,0.98089,0.98089,0.980888,0.99622,0.98874,0.85513
775,0.98089,0.98089,0.980888,0.9974000000000001,0.989865,0.8577999999999999
776,0.98089,0.98089,0.980888,0.99858,0.99099,0.86047
777,0.98089,0.98089,0.980888,0.998345,0.99099,0.862335
778,0.98089,0.98089,0.980888,0.99811,0.99099,0.8642
779,0.98089,0.98089,0.980888,0.998505,0.99099,0.8650899999999999
780,0.98089,0.98089,0.980889,0.9989,0.99099,0.86598
781,0.98089,0.98089,0.980889,0.99945,0.99099,0.86784
782,0.98089,0.98089,0.980889,1.0,0.99099,0.8697
783,0.98089,0.98089,0.980889,0.998975,0.99099,0.87245
784,0.98089,0.98089,0.980889,0.99795,0.99099,0.8752
785,0.98089,0.98089,0.980889,0.9970049999999999,0.99099,0.87609
786,0.98089,0.98089,0.980889,0.99606,0.99099,0.87698
787,0.98089,0.98089,0.980889,0.9962949999999999,0.99099,0.8797349999999999
788,0.98089,0.98089,0.980889,0.99653,0.99099,0.88249
789,0.98089,0.98089,0.980889,0.997475,0.9921150000000001,0.88346
790,0.98089,0.98089,0.980889,0.99842,0.99324,0.88443
791,0.98089,0.98089,0.980889,0.997475,0.9921150000000001,0.88629
792,0.98089,0.98089,0.980889,0.99653,0.99099,0.88815
793,0.98089,0.98089,0.980889,0.997475,0.9921150000000001,0.89001
794,0.98089,0.98089,0.980889,0.99842,0.99324,0.89187
795,0.98089,0.98089,0.980889,0.99842,0.99324,0.892845
796,0.98089,0.98089,0.980889,0.99842,0.99324,0.89382
797,0.98089,0.98089,0.980889,0.9984999999999999,0.9921150000000001,0.89576
798,0.98089,0.98089,0.980889,0.99858,0.99099,0.8977
799,0.98089,0.98089,0.980889,0.9974000000000001,0.9921150000000001,0.89859
800,0.98089,0.98089,0.980889,0.99622,0.99324,0.89948
801,0.98089,0.98089,0.980889,0.983455,0.99324,0.90045
802,0.98089,0.98089,0.980889,0.97069,0.99324,0.90142
803,0.98089,0.98089,0.980889,0.971795,0.99324,0.903365
804,0.98089,0.98089,0.980889,0.9729,0.99324,0.90531
805,0.98089,0.98089,0.980889,0.971955,0.9921150000000001,0.90725
806,0.98089,0.98089,0.980889,0.97101,0.99099,0.90919
807,0.98089,0.98089,0.980889,0.9729000000000001,0.9921150000000001,0.910165
808,0.98089,0.98089,0.980889,0.97479,0.99324,0.91114
809,0.98089,0.98089,0.980889,0.974,0.99324,0.9130799999999999
810,0.98089,0.98089,0.980889,0.97321,0.99324,0.91502
811,0.98089,0.98089,0.980889,0.974235,0.9921150000000001,0.91599
812,0.98089,0.98089,0.980889,0.97526,0.99099,0.91696
813,0.98089,0.98089,0.980889,0.9760500000000001,0.9921150000000001,0.917935
814,0.98089,0.98089,0.98089,0.97684,0.99324,0.91891
815,0.98089,0.98089,0.98089,0.977075,0.99437,0.92085
816,0.98089,0.98089,0.98089,0.97731,0.9955,0.92279
817,0.98089,0.98089,0.98089,0.97715,0.9955,0.92384
818,0.98089,0.98089,0.98089,0.97699,0.9955,0.92489
819,0.98089,0.98089,0.98089,0.977935,0.9955,0.92489
820,0.98089,0.98089,0.98089,0.97888,0.9955,0.92489
821,0.98089,0.98089,0.98089,0.979195,0.9955,0.9258649999999999
822,0.98089,0.98089,0.98089,0.97951,0.9955,0.92684
823,0.98089,0.98089,0.98089,0.9805349999999999,0.9955,0.9287799999999999
824,0.98089,0.98089,0.98089,0.98156,0.9955,0.93072
825,0.98089,0.98089,0.98089,0.981405,0.9955,0.931775
826,0.98089,0.98089,0.98089,0.98125,0.9955,0.93283
827,0.98089,0.98089,0.98089,0.98322,0.9955,0.9338
828,0.98089,0.98089,0.98089,0.98519,0.9955,0.93477
829,0.98089,0.98089,0.98089,0.98322,0.99437,0.93582
830,0.98089,0.98089,0.98089,0.98125,0.99324,0.93687
831,0.98089,0.98089,0.98089,0.982745,0.99437,0.937845
832,0.98089,0.98089,0.98089,0.98424,0.9955,0.93882
833,0.98089,0.98089,0.98089,0.9839249999999999,0.9955,0.93987
834,0.98089,0.98089,0.98089,0.98361,0.9955,0.94092
835,0.98089,0.98089,0.98089,0.98432,0.9966250000000001,0.94189
836,0.98089,0.98089,0.98089,0.98503,0.99775,0.94286
837,0.98089,0.98089,0.98089,0.984165,0.9966250000000001,0.9439150000000001
838,0.98089,0.98089,0.98089,0.9833,0.9955,0.94497
839,0.98089,0.98089,0.98089,0.98566,0.9955,0.94594
840,0.98089,0.98089,0.98089,0.98802,0.9955,0.94691
841,0.98089,0.98089,0.98089,0.98802,0.9955,0.94691
842,0.98089,0.98089,0.98089,0.98802,0.9955,0.94691
843,0.98089,0.98089,0.98089,0.98692,0.9966250000000001,0.9490149999999999
844,0.98089,0.98089,0.98089,0.98582,0.99775,0.95112
845,0.98089,0.98089,0.98089,0.986765,0.9966250000000001,0.95112
846,0.98089,0.98089,0.98089,0.98771,0.9955,0.95112
847,0.98089,0.98089,0.98089,0.98779,0.9955,0.95314
848,0.98089,0.98089,0.98089,0.98787,0.9955,0.95516
