T,I,O
192,0.059275,0.0011
193,0.062068,0.0011
194,0.064985,0.0011
195,0.068027,0.00126
196,0.071202,0.00142
197,0.074512,0.00126
198,0.077963,0.0011
199,0.08156,0.00118
200,0.085307,0.00126
201,0.089209,0.00118
202,0.093271,0.0011
203,0.097497,0.00134
204,0.101894,0.00158
205,0.106464,0.00158
206,0.111214,0.00158
207,0.116147,0.0015
208,0.121269,0.00142
209,0.126584,0.00142
210,0.132096,0.00142
211,0.137809,0.0018150000000000002
212,0.143727,0.00221
213,0.149854,0.00205
214,0.156194,0.00189
215,0.16275,0.001495
216,0.169524,0.0011
217,0.176519,0.0011
218,0.183738,0.0011
219,0.191181,0.00134
220,0.198851,0.00158
221,0.206748,0.00158
222,0.214873,0.00158
223,0.223225,0.0015
224,0.231803,0.00142
225,0.240606,0.00142
226,0.249632,0.00142
227,0.258879,0.0018150000000000002
228,0.268342,0.00221
229,0.278018,0.00205
230,0.287902,0.00189
231,0.297988,0.001495
232,0.30827,0.0011
233,0.318742,0.0011
234,0.329395,0.0011
235,0.340222,0.0011
236,0.351212,0.0011
237,0.362356,0.00134
238,0.373645,0.00158
239,0.385066,0.00158
240,0.396608,0.00158
241,0.408259,0.0015
242,0.420007,0.00142
243,0.431837,0.00142
244,0.443737,0.00142
245,0.455693,0.0018150000000000002
246,0.467691,0.00221
247,0.479716,0.00205
248,0.491753,0.00189
249,0.50379,0.001495
250,0.51581,0.0011
251,0.5278,0.0011
252,0.539745,0.0011
253,0.551631,0.0011
254,0.563444,0.0011
255,0.575172,0.0011
256,0.586801,0.0011
257,0.598318,0.00126
258,0.609711,0.00142
259,0.620969,0.00126
260,0.632081,0.0011
261,0.643037,0.00134
262,0.653826,0.00158
263,0.664441,0.00158
264,0.674872,0.00158
265,0.685113,0.0015
266,0.695156,0.00142
267,0.704995,0.00142
268,0.714625,0.00142
269,0.724042,0.0018150000000000002
270,0.733241,0.00221
271,0.742219,0.00205
272,0.750974,0.00189
273,0.759503,0.001495
274,0.767806,0.0011
275,0.775881,0.0011
276,0.783729,0.0011
277,0.79135,0.0011
278,0.798744,0.0011
279,0.805915,0.0011
280,0.812862,0.0011
281,0.819588,0.00134
282,0.826097,0.00158
283,0.83239,0.00158
284,0.838472,0.00158
285,0.844346,0.0015
286,0.850015,0.00142
287,0.855484,0.00142
288,0.860756,0.00142
289,0.865837,0.0018150000000000002
290,0.87073,0.00221
291,0.87544,0.00205
292,0.879973,0.00189
293,0.884332,0.001495
294,0.888522,0.0011
295,0.892549,0.0011
296,0.896417,0.0011
297,0.900131,0.0011
298,0.903696,0.0011
299,0.907116,0.0011
300,0.910397,0.0011
301,0.913542,0.00126
302,0.916557,0.00142
303,0.919447,0.00126
304,0.922214,0.0011
305,0.924865,0.00118
306,0.927403,0.00126
307,0.929832,0.001495
308,0.932157,0.00173
309,0.934381,0.001415
310,0.936508,0.0011
311,0.938543,0.00134
312,0.940488,0.00158
313,0.942348,0.00158
314,0.944125,0.00158
315,0.945824,0.0015
316,0.947447,0.00142
317,0.948997,0.00142
318,0.950477,0.00142
319,0.951891,0.0018150000000000002
320,0.953242,0.00221
321,0.954531,0.00205
322,0.955761,0.00189
323,0.956936,0.001495
324,0.958057,0.0011
325,0.959126,0.0011
326,0.960147,0.0011
327,0.961121,0.0011
328,0.96205,0.0011
329,0.962936,0.0011
330,0.963781,0.0011
331,0.964587,0.00126
332,0.965356,0.00142
333,0.966089,0.00126
334,0.966788,0.0011
335,0.967454,0.00118
336,0.96809,0.00126
337,0.968695,0.001495
338,0.969273,0.00173
339,0.969823,0.002915
340,0.970348,0.0041
341,0.970847,0.00449
342,0.971324,0.00488
343,0.971778,0.005039999999999999
344,0.972211,0.0052
345,0.972623,0.005435
346,0.973016,0.00567
347,0.97339,0.006144999999999999
348,0.973747,0.00662
349,0.974087,0.006855
350,0.974411,0.00709
351,0.974719,0.00788
352,0.975013,0.00867
353,0.975293,0.00914
354,0.97556,0.00961
355,0.975814,0.009770000000000001
356,0.976056,0.00993
357,0.976286,0.01048
358,0.976506,0.01103
359,0.976715,0.01182
360,0.976914,0.01261
361,0.977104,0.013555000000000001
362,0.977285,0.0145
363,0.977457,0.015130000000000001
364,0.977621,0.01576
365,0.977777,0.01647
366,0.977926,0.01718
367,0.978067,0.01828
368,0.978202,0.01938
369,0.978331,0.02025
370,0.978453,0.02112
371,0.978569,0.022065
372,0.97868,0.02301
373,0.978786,0.024585
374,0.978887,0.02616
375,0.978982,0.027025
376,0.979074,0.02789
377,0.97916,0.02939
378,0.979243,0.03089
379,0.979322,0.032465
380,0.979397,0.03404
381,0.979468,0.035455
382,0.979536,0.03687
383,0.979601,0.038685
384,0.979663,0.0405
385,0.979722,0.042230000000000004
386,0.979777,0.04396
387,0.979831,0.04593
388,0.979881,0.0479
389,0.97993,0.050265000000000004
390,0.979976,0.05263
391,0.980019,0.055075
392,0.980061,0.05752
393,0.980101,0.059805
394,0.980139,0.06209
395,0.980175,0.064765
396,0.980209,0.06744
397,0.980241,0.069885
398,0.980272,0.07233
399,0.980302,0.07564000000000001
400,0.98033,0.07895
401,0.980357,0.081865
402,0.980383,0.08478
403,0.980407,0.08785
404,0.98043,0.09092
405,0.980452,0.09439
406,0.980473,0.09786
407,0.980493,0.101245
408,0.980512,0.10463
409,0.98053,0.108335
410,0.980547,0.11204
411,0.980564,0.11535000000000001
412,0.980579,0.11866
413,0.980594,0.122285
414,0.980608,0.12591
415,0.980622,0.13000499999999998
416,0.980635,0.1341
417,0.980647,0.13812
418,0.980659,0.14214
419,0.98067,0.14662999999999998
420,0.98068,0.15112
421,0.98069,0.155925
422,0.9807,0.16073
423,0.980709,0.16490500000000002
424,0.980718,0.16908
425,0.980726,0.174125
426,0.980734,0.17917
427,0.980741,0.18381999999999998
428,0.980748,0.18847
429,0.980755,0.193195
430,0.980762,0.19792
431,0.980768,0.20367000000000002
432,0.980774,0.20942
433,0.980779,0.21352
434,0.980784,0.21762
435,0.98079,0.223135
436,0.980794,0.22865
437,0.980799,0.23393
438,0.980803,0.23921
439,0.980807,0.244485
440,0.980811,0.24976
441,0.980815,0.25630000000000003
442,0.980819,0.26284
443,0.980822,0.26765
444,0.980825,0.27246
445,0.980829,0.278525
446,0.980831,0.28459
447,0.980834,0.29073499999999997
448,0.980837,0.29688
449,0.980839,0.30334
450,0.980842,0.3098
451,0.980844,0.31657500000000005
452,0.980846,0.32335
453,0.980848,0.328865
454,0.98085,0.33438
455,0.980852,0.340765
456,0.980854,0.34715
457,0.980856,0.353215
458,0.980858,0.35928
459,0.980859,0.365425
460,0.980861,0.37157
461,0.980862,0.37834500000000004
462,0.980863,0.38512
463,0.980865,0.390795
464,0.980866,0.39647
465,0.980867,0.40301
466,0.980868,0.40955
467,0.980869,0.417115
468,0.98087,0.42468
469,0.980871,0.430745
470,0.980872,0.43681
471,0.980873,0.44453
472,0.980874,0.45225
473,0.980874,0.45816
474,0.980875,0.46407
475,0.980876,0.47116
476,0.980877,0.47825
477,0.980877,0.48487
478,0.980878,0.49149
479,0.980878,0.498265
480,0.980879,0.50504
481,0.98088,0.512765
482,0.98088,0.52049
483,0.98088,0.52608
484,0.980881,0.53167
485,0.980881,0.5389200000000001
486,0.980882,0.54617
487,0.980882,0.5532600000000001
488,0.980883,0.56035
489,0.980883,0.566655
490,0.980883,0.57296
491,0.980884,0.581705
492,0.980884,0.59045
493,0.980884,0.59565
494,0.980884,0.60085
495,0.980885,0.606995
496,0.980885,0.61314
497,0.980885,0.619915
498,0.980885,0.62669
499,0.980886,0.63331
500,0.980886,0.63993
501,0.980886,0.645525
502,0.980886,0.65112
503,0.980886,0.65774
504,0.980887,0.66436
505,0.980887,0.669635
506,0.980887,0.67491
507,0.980887,0.681295
508,0.980887,0.68768
509,0.980887,0.69296
510,0.980887,0.69824
511,0.980888,0.7023349999999999
512,0.980888,0.70643
513,0.980888,0.71092
514,0.980888,0.71541
515,0.980888,0.720215
516,0.980888,0.72502
517,0.980888,0.7303
518,0.980888,0.73558
519,0.980888,0.739285
520,0.980888,0.74299
521,0.980889,0.7466900000000001
522,0.980889,0.75039
523,0.980889,0.75512
524,0.980889,0.75985
525,0.980889,0.762845
526,0.980889,0.76584
527,0.980889,0.7697
528,0.980889,0.77356
529,0.980889,0.778285
530,0.980889,0.78301
531,0.980889,0.78703
532,0.980889,0.79105
533,0.980889,0.7942
534,0.980889,0.79735
535,0.980889,0.800505
536,0.980889,0.80366
537,0.980889,0.80799
538,0.980889,0.81232
539,0.980889,0.814765
540,0.980889,0.81721
541,0.980889,0.82107
542,0.980889,0.82493
543,0.980889,0.8270550000000001
544,0.98089,0.82918
545,0.98089,0.8331999999999999
546,0.98089,0.83722
547,0.98089,0.8406849999999999
548,0.98089,0.84415
549,0.98089,0.846675
550,0.98089,0.8492
551,0.98089,0.852745
552,0.98089,0.85629
553,0.98089,0.857945
554,0.98089,0.8596
555,0.98089,0.8624350000000001
556,0.98089,0.86527
557,0.98089,0.8678699999999999
558,0.98089,0.87047
559,0.98089,0.87236
560,0.98089,0.87425
561,0.98089,0.87693
562,0.98089,0.87961
563,0.98089,0.882525
564,0.98089,0.88544
565,0.98089,0.886935
566,0.98089,0.88843
567,0.98089,0.890245
568,0.98089,0.89206
569,0.98089,0.8950549999999999
570,0.98089,0.89805
571,0.98089,0.89923
572,0.98089,0.90041
573,0.98089,0.90293
574,0.98089,0.90545
575,0.98089,0.90734
576,0.98089,0.90923
577,0.98089,0.91128
578,0.98089,0.91333
579,0.98089,0.915065
580,0.98089,0.9168
581,0.98089,0.9178999999999999
582,0.98089,0.919
583,0.98089,0.91979
584,0.98089,0.92058
585,0.98089,0.923495
586,0.98089,0.92641
587,0.98089,0.9275899999999999
588,0.98089,0.92877
589,0.98089,0.9295599999999999
590,0.98089,0.93035
591,0.98089,0.93232
592,0.98089,0.93429
593,0.98089,0.935235
594,0.98089,0.93618
595,0.98089,0.93634
596,0.98089,0.9365
597,0.98089,0.93957
598,0.98089,0.94264
599,0.98089,0.94335
600,0.98089,0.94406
601,0.98089,0.9453199999999999
602,0.98089,0.94658
603,0.98089,0.9467399999999999
604,0.98089,0.9469
605,0.98089,0.947845
606,0.98089,0.94879
607,0.98089,0.9515450000000001
608,0.98089,0.9543
609,0.98089,0.95438
610,0.98089,0.95446
611,0.98089,0.9554849999999999
612,0.98089,0.95651
613,0.98089,0.95643
614,0.98089,0.95635
615,0.98089,0.9584
616,0.98089,0.96045
617,0.98089,0.961395
618,0.98089,0.96234
619,0.98089,0.962735
620,0.98089,0.96313
621,0.98089,0.96305
622,0.98089,0.96297
623,0.98089,0.96368
624,0.98089,0.96439
625,0.98089,0.96565
626,0.98089,0.96691
627,0.98089,0.967855
628,0.98089,0.9688
629,0.98089,0.969665
630,0.98089,0.97053
631,0.98089,0.97061
632,0.98089,0.97069
633,0.98089,0.971795
634,0.98089,0.9729
635,0.98089,0.971955
636,0.98089,0.97101
637,0.98089,0.9729000000000001
638,0.98089,0.97479
639,0.98089,0.974
640,0.98089,0.97321
641,0.98089,0.974235
642,0.98089,0.97526
643,0.98089,0.9760500000000001
644,0.98089,0.97684
645,0.98089,0.977075
646,0.98089,0.97731
647,0.98089,0.97715
648,0.98089,0.97699
649,0.98089,0.977935
650,0.98089,0.97888
651,0.98089,0.979195
652,0.98089,0.97951
653,0.98089,0.9805349999999999
654,0.98089,0.98156
655,0.98089,0.981405
656,0.98089,0.98125
657,0.98089,0.98322
658,0.98089,0.98519
659,0.98089,0.98322
660,0.98089,0.98125
661,0.98089,0.982745
662,0.98089,0.98424
663,0.98089,0.9839249999999999
664,0.98089,0.98361
665,0.98089,0.98432
666,0.98089,0.98503
667,0.98089,0.984165
668,0.98089,0.9833
669,0.98089,0.98566
670,0.98089,0.98802
671,0.98089,0.98802
672,0.98089,0.98802
673,0.98089,0.98692
674,0.98089,0.98582
675,0.98089,0.986765
676,0.98089,0.98771
677,0.98089,0.98779
678,0.98089,0.98787
679,0.98089,0.9877100000000001
680,0.98089,0.98755
681,0.98089,0.9886550000000001
682,0.98089,0.98976
683,0.98089,0.9887349999999999
684,0.98089,0.98771
685,0.98089,0.9886550000000001
686,0.98089,0.9896
687,0.98089,0.98968
688,0.98089,0.98976
689,0.98089,0.989835
690,0.98089,0.98991
691,0.98089,0.9899899999999999
692,0.98089,0.99007
693,0.98089,0.9922
694,0.98089,0.99433
695,0.98089,0.99307
696,0.98089,0.99181
697,0.98089,0.99102
698,0.98089,0.99023
699,0.98089,0.991175
700,0.98089,0.99212
701,0.98089,0.9922
702,0.98089,0.99228
703,0.98089,0.99212
704,0.98089,0.99196
705,0.98089,0.992985
706,0.98089,0.99401
707,0.98089,0.99401
708,0.98089,0.99401
709,0.98089,0.99401
710,0.98089,0.99401
711,0.98089,0.994955
712,0.98089,0.9959
713,0.98089,0.995115
714,0.98089,0.99433
715,0.98089,0.995275
716,0.98089,0.99622
717,0.98089,0.99614
718,0.98089,0.99606
719,0.98089,0.9962949999999999
720,0.98089,0.99653
721,0.98089,0.99543
722,0.98089,0.99433
723,0.98089,0.99433
724,0.98089,0.99433
725,0.98089,0.994405
726,0.98089,0.99448
727,0.98089,0.99543
728,0.98089,0.99638
729,0.98089,0.99614
730,0.98089,0.9959
731,0.98089,0.99614
732,0.98089,0.99638
733,0.98089,0.9974000000000001
734,0.98089,0.99842
735,0.98089,0.998185
736,0.98089,0.99795
737,0.98089,0.997085
738,0.98089,0.99622
739,0.98089,0.9974000000000001
740,0.98089,0.99858
741,0.98089,0.99724
742,0.98089,0.9959
743,0.98089,0.9962150000000001
744,0.98089,0.99653
745,0.98089,0.9962949999999999
746,0.98089,0.99606
747,0.98089,0.99614
748,0.98089,0.99622
749,0.98089,0.996375
750,0.98089,0.99653
751,0.98089,0.997635
752,0.98089,0.99874
753,0.98089,0.99874
754,0.98089,0.99874
755,0.98089,0.99882
756,0.98089,0.9989
757,0.98089,0.99866
758,0.98089,0.99842
759,0.98089,0.9984999999999999
760,0.98089,0.99858
761,0.98089,0.99748
762,0.98089,0.99638
763,0.98089,0.996615
764,0.98089,0.99685
765,0.98089,0.9966900000000001
766,0.98089,0.99653
767,0.98089,0.997475
768,0.98089,0.99842
769,0.98089,0.99842
770,0.98089,0.99842
771,0.98089,0.9984999999999999
772,0.98089,0.99858
773,0.98089,0.9974000000000001
774,0.98089,0.99622
775,0.98089,0.9974000000000001
776,0.98089,0.99858
777,0.98089,0.998345
778,0.98089,0.99811
779,0.98089,0.998505
780,0.98089,0.9989
781,0.98089,0.99945
782,0.98089,1.0
783,0.98089,0.998975
784,0.98089,0.99795
785,0.98089,0.9970049999999999
786,0.98089,0.99606
787,0.98089,0.9962949999999999
788,0.98089,0.99653
789,0.98089,0.997475
790,0.98089,0.99842
791,0.98089,0.997475
792,0.98089,0.99653
793,0.98089,0.997475
794,0.98089,0.99842
795,0.98089,0.99842
796,0.98089,0.99842
797,0.98089,0.9984999999999999
798,0.98089,0.99858
799,0.98089,0.9974000000000001
800,0.98089,0.99622
801,0.98089,0.983455
802,0.98089,0.97069
803,0.98089,0.971795
804,0.98089,0.9729
805,0.98089,0.971955
806,0.98089,0.97101
807,0.98089,0.9729000000000001
808,0.98089,0.97479
809,0.98089,0.974
810,0.98089,0.97321
811,0.98089,0.974235
812,0.98089,0.97526
813,0.98089,0.9760500000000001
814,0.98089,0.97684
815,0.98089,0.977075
816,0.98089,0.97731
817,0.98089,0.97715
818,0.98089,0.97699
819,0.98089,0.977935
820,0.98089,0.97888
821,0.98089,0.979195
822,0.98089,0.97951
823,0.98089,0.9805349999999999
824,0.98089,0.98156
825,0.98089,0.981405
826,0.98089,0.98125
827,0.98089,0.98322
828,0.98089,0.98519
829,0.98089,0.98322
830,0.98089,0.98125
831,0.98089,0.982745
832,0.98089,0.98424
833,0.98089,0.9839249999999999
834,0.98089,0.98361
835,0.98089,0.98432
836,0.98089,0.98503
837,0.98089,0.984165
838,0.98089,0.9833
839,0.98089,0.98566
840,0.98089,0.98802
841,0.98089,0.98802
842,0.98089,0.98802
843,0.98089,0.98692
844,0.98089,0.98582
845,0.98089,0.986765
846,0.98089,0.98771
847,0.98089,0.98779
848,0.98089,0.98787
849,0.98089,0.9877100000000001
850,0.98089,0.98755
851,0.98089,0.9886550000000001
852,0.98089,0.98976
853,0.98089,0.9887349999999999
854,0.98089,0.98771
855,0.98089,0.9886550000000001
856,0.98089,0.9896
857,0.98089,0.98968
858,0.98089,0.98976
859,0.98089,0.989835
860,0.98089,0.98991
861,0.98089,0.9899899999999999
862,0.98089,0.99007
863,0.98089,0.9922
864,0.98089,0.99433
865,0.98089,0.99307
866,0.98089,0.99181
867,0.98089,0.99102
868,0.98089,0.99023
869,0.98089,0.991175
870,0.98089,0.99212
871,0.98089,0.9922
872,0.98089,0.99228
873,0.98089,0.99212
874,0.98089,0.99196
875,0.98089,0.992985
876,0.98089,0.99401
877,0.98089,0.99401
878,0.98089,0.99401
879,0.98089,0.99401
880,0.98089,0.99401
881,0.98089,0.994955
882,0.98089,0.9959
883,0.98089,0.995115
884,0.98089,0.99433
885,0.98089,0.995275
886,0.98089,0.99622
887,0.98089,0.99614
888,0.98089,0.99606
889,0.98089,0.9962949999999999
890,0.98089,0.99653
891,0.98089,0.99543
892,0.98089,0.99433
893,0.98089,0.99433
894,0.98089,0.99433
895,0.98089,0.994405
896,0.98089,0.99448
897,0.98089,0.99543
898,0.98089,0.99638
899,0.98089,0.99614
900,0.98089,0.9959
901,0.98089,0.9959
902,0.98089,0.9959
903,0.98089,0.9959
904,0.98089,0.9959
905,0.98089,0.9959
906,0.98089,0.9959
907,0.98089,0.9959
908,0.98089,0.9959
909,0.98089,0.9959
910,0.98089,0.9959
911,0.98089,0.9959
912,0.98089,0.9959
913,0.98089,0.9959
914,0.98089,0.9959
915,0.98089,0.9959
916,0.98089,0.9959
917,0.98089,0.9959
918,0.98089,0.9959
919,0.98089,0.9959
920,0.98089,0.9959
921,0.98089,0.9959
922,0.98089,0.9959
923,0.98089,0.9959
924,0.98089,0.9959
925,0.98089,0.9959
926,0.98089,0.9959
927,0.98089,0.9959
928,0.98089,0.9959
929,0.98089,0.9959
930,0.98089,0.9959
931,0.98089,0.9959
932,0.98089,0.9959
933,0.98089,0.9959
934,0.98089,0.9959
935,0.98089,0.9959
936,0.98089,0.9959
937,0.98089,0.9959
938,0.98089,0.9959
939,0.98089,0.9959
940,0.98089,0.9959
941,0.98089,0.9959
942,0.98089,0.9959
943,0.98089,0.9959
944,0.98089,0.9959
945,0.98089,0.9959
946,0.98089,0.9959
947,0.98089,0.9959
948,0.98089,0.9959
949,0.98089,0.9959
950,0.98089,0.9959
951,0.98089,0.9959
952,0.98089,0.9959
953,0.98089,0.9959
954,0.98089,0.9959
955,0.98089,0.9959
956,0.98089,0.9959
957,0.98089,0.9959
958,0.98089,0.9959
959,0.98089,0.9959
960,0.98089,0.9959
961,0.98089,0.9959
962,0.98089,0.9959
963,0.98089,0.9959
964,0.98089,0.9959
965,0.98089,0.9959
966,0.98089,0.9959
967,0.98089,0.9959
968,0.98089,0.9959
969,0.98089,0.9959
970,0.98089,0.9959
971,0.98089,0.9959
972,0.98089,0.9959
973,0.98089,0.9959
974,0.98089,0.9959
975,0.98089,0.9959
976,0.98089,0.9959
977,0.98089,0.9959
978,0.98089,0.9959
979,0.98089,0.9959
980,0.98089,0.9959
981,0.98089,0.9959
982,0.98089,0.9959
983,0.98089,0.9959
984,0.98089,0.9959
985,0.98089,0.9959
986,0.98089,0.9959
987,0.98089,0.9959
988,0.98089,0.9959
989,0.98089,0.9959
990,0.98089,0.9959
991,0.98089,0.9959
992,0.98089,0.9959
993,0.98089,0.9959
994,0.98089,0.9959
995,0.98089,0.9959
996,0.98089,0.9959
997,0.98089,0.9959
998,0.98089,0.9959
999,0.98089,0.9959
1000,0.98089,0.9959
