% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=648626, Sat Apr 11 21:58:43 2020
1 8 -0.08784743635133516 -0.0254652489094495 0.08169318590493256 0.08169318590493256 1 1 1
2 16 -0.003178503608708246 -0.003178503608708246 0.028733061842989377 0.1565872311343156 1 1 1
3 24 -0.15997451910308907 -0.10540803397120728 0.21985547700684552 0.21985547700684552 1 1 1
4 32 -0.21430905035523518 -0.09840988075452563 0.11643954773531633 0.11643954773531633 1 1 1
5 40 -0.10512081803756002 -0.08398882067096872 0.10645377897560612 0.10645377897560611 1 1 1
6 48 -0.10865182207950788 -0.10865182207950788 0.10649857922853685 0.15876980437989036 1 1 1
7 56 0 0 0.03328284815841402 0.35975745463333886 1 1 1
8 64 -0.2225749848410017 -0.2225749848410017 0.20756673823129185 0.5407985076762233 1 1 1
9 72 -0.3376649814508538 -0.3376649814508538 0.06866489944104537 0.5359466019697109 1 1 1
10 80 -0.4212536558172504 -0.4212536558172504 0.11111209387721747 0.44430128974958 1 1 1
11 88 -0.3768853009674955 -0.3768853009674955 0.02424983921560789 0.4128404940626054 1 1 1
12 96 -0.5426843060128063 -0.04132692845248655 0.43198917119438346 0.43198917119438346 1 1 1
13 104 -0.50608010146962 -0.50608010146962 0.03771309483359979 0.3366037731494233 1 1 1
14 112 -0.604632729921876 -0.09607703825931367 0.30714591103404154 0.30714591103404154 1 1 1
15 120 -0.5219975150652407 -0.5219975150652407 0.10661147901742929 0.11098067200219718 1 1 1
16 128 -0.20573539647470915 -0.20573539647470915 0.05287652817739793 0.1683376090313796 1 1 1
17 136 -0.067938641314625 -0.029399697996057374 0.03404988000820856 0.03404988000820856 1 1 1
18 144 -0.028520673019146715 -0.028520673019146712 0.054187587388203014 0.08806579855996746 1 1 1
19 152 -0.02234007046439008 -0.02234007046439008 0.01785037230631996 0.08846320389408127 1 1 1
20 160 -0.03855174426742726 -0.031007227376154772 0.33384420123183833 0.33384420123183833 1 1 1
21 168 -0.09318763980529848 -0.09318763980529848 0.03189335548733604 0.2863024303240606 1 1 1
22 176 -0.24425214170758205 -0.24425214170758205 0.062122797605286 0.2341646563805403 1 1 1
23 184 -0.2889832291739305 -0.2889832291739305 0.031814547520182215 0.17179176486846723 1 1 1
24 192 -0.11569617159349259 -0.06365078327731102 0.09157918575433499 0.09157918575433499 1 1 1
25 200 -0.2051577358786084 -0.03109380468154399 0.13499968279965918 0.13499968279965918 1 1 1
26 208 -0.06693968570930464 -0.03666979694110743 0.3575614052585956 0.3575614052585956 1 1 1
27 216 -0.054232906063884555 -0.04468621125418472 0.3518926037956968 0.3518926037956968 1 1 1
28 224 -0.034365935432903075 -0.013862017088962016 0.39478863011250354 0.39478863011250354 1 1 1
29 232 -0.05667120548148349 -0.056671205481483494 0.009200357768509514 0.38106445480549084 1 1 1
30 240 -0.06522794370794416 -0.053396449105979 0.362657039554478 0.362657039554478 1 1 1
31 248 -0.23127270121319518 -0.10004355986751214 0.3654751937952469 0.3654751937952469 1 1 1
32 256 -0.28091918669985183 -0.06458453417342075 0.16027556561022352 0.16027556561022352 1 1 1
33 264 -0.42725878458540467 -0.1549109282861668 0.005788659036643192 0.005788659036643192 1 1 1
34 272 -0.3052536188720528 -0.10547622518628562 0.008508885401995951 0.008508885401995951 1 1 1
35 280 -0.3965800244493883 -0.3965800244493883 0.03757756579239144 0.1185118426510662 1 1 1
36 288 -0.11022631477962408 -0.11022631477962408 0.07756849322138622 0.26027819830189586 1 1 1
37 296 -0.04439441329302863 -0.04439441329302863 0.06421584480978305 0.3169175975314954 1 1 1
38 304 -0.2068608107602494 -0.20686081076024943 0.08167275935584242 0.200798249675267 1 1 1
39 312 -0.005886852161934445 -0.005886852161934445 0.0567542222763106 0.2998881018488173 1 1 1
40 320 0 0 0.012295707363527697 0.21079956079008838 1 1 1
41 328 -0.08261086508362064 -0.03381008056110543 0.2552901928380267 0.2552901928380267 1 1 1
42 336 -0.03329382663246698 -0.03329382663246698 0.28613179553172885 0.29651716187781646 1 1 1
43 344 -0.02337666980226154 -0.02337666980226154 0.26696737128659553 0.28706370356564526 1 1 1
44 352 0 0 0.01201345532505952 0.30788273332667226 1 1 1
45 360 -0.13308599588656003 -0.13308599588656003 0.18122623707276686 0.19107797265869905 1 1 1
46 368 -0.30035922774903717 -0.06311756605051069 0.13436221880815427 0.13436221880815427 1 1 1
47 376 -0.25750492044560913 -0.10103797379897508 0.1377289379348122 0.1377289379348122 1 1 1
48 384 -0.28517901022793585 -0.28517901022793585 0.06215972852297126 0.11450333687114564 1 1 1
49 392 -0.13695835469476336 -0.012592401444143734 0.343379180751086 0.343379180751086 1 1 1
50 400 -0.17654261400884677 -0.15114151890134225 0.06707659358875591 0.06707659358875591 1 1 1
51 408 -0.21058084053581883 -0.047489769779320574 0 0 1 1 1
52 416 -0.22103135195620593 -0.013286977868833696 0.01017894004374167 0.01017894004374167 1 1 1
