Points_Magnitude,c
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
0.25,0.706953
3.30027e-16,0.594887
0.126423,0.62444
0.126345,0.624228
0.126312,0.62467
0.128296,0.624992
0.129877,0.626356
0.126577,0.624906
0.126542,0.624394
0.126038,0.623772
0.126098,0.623393
0.135874,0.628753
0.133192,0.626686
0.139234,0.630317
0.139338,0.630684
0.151955,0.638586
0.153518,0.638137
0.152584,0.637345
0.149064,0.635737
0.154508,0.639178
0.15861,0.641163
0.159641,0.642337
0.163949,0.644533
0.165877,0.64527
0.165316,0.64521
0.164311,0.644102
0.16077,0.642542
0.164964,0.64524
0.16805,0.646215
0.170156,0.647666
0.164526,0.644784
0.17037,0.64808
0.162782,0.644069
0.164491,0.645548
0.169299,0.647218
0.164042,0.644958
0.176234,0.651245
0.175375,0.651659
0.0850438,0.608959
0.0825723,0.607981
0.185961,0.65849
0.184622,0.65847
0.186371,0.660194
0.18996,0.662412
0.120525,0.622749
0.184916,0.658389
0.131349,0.626688
0.196064,0.665425
0.20711,0.673453
0.146401,0.635138
0.148428,0.635176
0.184232,0.657582
0.115781,0.62116
0.185127,0.65734
0.185331,0.659139
0.120212,0.621741
0.123752,0.622803
0.12823,0.626532
0.194297,0.664396
0.134792,0.628021
0.131208,0.627259
0.18821,0.660792
0.152485,0.636478
0.110719,0.61829
0.0632711,0.603802
0.0641482,0.602564
0.108118,0.618346
0.0696171,0.605547
0.18178,0.656542
0.183312,0.656958
0.189883,0.661927
0.192175,0.662352
0.123634,0.624586
0.13589,0.629693
0.139969,0.631586
0.187031,0.658796
0.0793048,0.608114
0.203694,0.671076
0.14027,0.631709
0.140033,0.63273
0.109463,0.61693
0.0988082,0.614584
0.108772,0.617828
0.138992,0.631641
0.138887,0.630242
0.131575,0.62769
0.101074,0.615222
0.063049,0.60239
0.0630189,0.603719
0.128078,0.625166
0.0745318,0.607363
0.116643,0.621025
0.0632884,0.603037
0.0631726,0.602235
0.141065,0.63267
0.155697,0.639444
0.140136,0.63229
0.202462,0.669651
0.143184,0.632656
0.121551,0.62263
0.120395,0.622049
0.099708,0.615003
0.14492,0.633245
0.184674,0.658414
0.1158,0.620445
0.184629,0.658339
0.205892,0.673133
0.136533,0.630079
0.143947,0.632771
0.192478,0.662951
0.193839,0.665155
0.0762921,0.607338
0.130384,0.626686
0.196433,0.665857
0.185399,0.658577
0.136514,0.630301
0.199064,0.668107
0.141105,0.632665
0.120109,0.622914
0.189761,0.661439
0.184391,0.656929
0.134973,0.628853
0.195562,0.665606
0.188655,0.661331
0.197685,0.667007
0.0696688,0.606919
0.190267,0.661402
0.184181,0.657188
0.190158,0.662084
0.139496,0.6306
0.128964,0.62719
0.164445,0.644174
0.197525,0.667788
0.137438,0.630996
0.157362,0.639636
0.137691,0.630465
0.135844,0.629477
0.101376,0.615116
0.0920539,0.611547
0.0778084,0.606907
0.109403,0.618134
0.186178,0.658982
0.187725,0.659801
0.185873,0.658919
0.187738,0.659758
0.192533,0.6633
0.145658,0.634568
0.147131,0.636379
0.197851,0.666948
0.190986,0.663243
0.129681,0.626986
0.184802,0.65827
0.202102,0.669774
0.205262,0.672219
0.137834,0.631406
0.149677,0.635911
0.206854,0.674277
0.206908,0.674176
0.140168,0.631723
0.0631558,0.602224
0.0425219,0.598896
0.201881,0.670101
0.186906,0.659477
0.19098,0.662465
0.105337,0.617233
0.187725,0.659243
0.186617,0.659286
0.197858,0.666873
0.186044,0.659096
0.184283,0.658213
0.187738,0.659404
0.194342,0.664491
0.201802,0.66972
0.192085,0.66318
0.199909,0.668532
0.11693,0.621029
0.185842,0.658152
0.205113,0.672019
0.0665959,0.604074
0.117168,0.621337
0.0679371,0.60465
0.119118,0.621518
0.110942,0.61913
0.183632,0.658113
0.18287,0.657684
0.197582,0.666482
0.191423,0.663818
0.15127,0.637091
0.158199,0.64081
0.151044,0.637915
0.115556,0.620883
0.112695,0.619374
0.193969,0.664665
0.199887,0.668384
0.199441,0.668285
0.198331,0.667722
0.15054,0.636893
0.185082,0.658592
0.137436,0.630614
0.130911,0.627537
0.187764,0.659376
0.188629,0.66045
0.187738,0.660054
0.197866,0.666231
0.109572,0.617876
0.185582,0.658568
0.18772,0.659386
0.198777,0.66817
0.199434,0.668595
0.132674,0.627962
0.117043,0.621301
0.132491,0.627963
0.132519,0.627584
0.171162,0.649675
0.190368,0.662983
0.185862,0.659133
0.205654,0.672935
0.136621,0.630097
0.188629,0.66015
0.109392,0.617895
0.0984681,0.613843
0.0751477,0.60729
0.107036,0.617658
0.140305,0.630355
0.0897234,0.610926
0.0820295,0.608443
0.111699,0.618508
0.138969,0.631458
0.117613,0.620337
0.10069,0.614081
0.202903,0.670955
0.140105,0.631825
0.204325,0.67125
0.205026,0.672315
0.140452,0.631628
0.188111,0.661179
0.137753,0.62992
0.194136,0.664614
0.206155,0.672843
0.151995,0.639134
0.147603,0.635233
0.185937,0.65864
0.187725,0.659247
0.151361,0.636988
0.0412861,0.598619
0.203971,0.671148
0.185769,0.659429
0.187764,0.660185
0.192846,0.664784
0.14061,0.632239
0.202019,0.669992
0.204608,0.672229
0.150678,0.638005
0.143512,0.631874
0.185045,0.658454
0.195825,0.665293
0.193182,0.664959
0.198844,0.668547
0.0987065,0.613714
0.189214,0.661564
0.202416,0.670522
0.197962,0.667539
0.105067,0.614876
0.197441,0.666944
0.200434,0.669269
0.162387,0.643381
0.209745,0.675448
0.198868,0.668251
0.194997,0.664374
0.20381,0.672354
0.14352,0.634297
0.160956,0.642296
0.199165,0.668415
0.183905,0.658136
0.205204,0.672302
0.151272,0.637389
0.201916,0.669833
0.20374,0.670925
0.139028,0.630281
0.190353,0.66062
0.202067,0.670382
0.0840475,0.609888
0.194852,0.665581
0.200197,0.667964
0.188254,0.661191
0.143217,0.631784
0.150728,0.637359
0.187684,0.660458
0.0632116,0.604124
0.0649384,0.604668
0.202707,0.670695
0.158725,0.641272
0.187185,0.660212
0.169615,0.647983
0.202035,0.669851
0.201971,0.670553
0.203263,0.67106
0.186119,0.658536
0.18772,0.660034
0.202412,0.671445
0.118978,0.622094
0.0997415,0.614795
0.198685,0.667954
0.203621,0.671301
0.203513,0.671346
0.199193,0.668039
0.184673,0.658867
0.193474,0.662194
0.198835,0.668461
0.201655,0.669428
0.202882,0.669554
0.189798,0.662118
0.146262,0.634755
0.19347,0.663449
0.195779,0.666246
0.155245,0.640098
0.187192,0.65964
0.202341,0.669672
0.18946,0.661596
0.202024,0.669847
0.145023,0.632982
0.203708,0.670989
0.20163,0.670636
0.208418,0.672744
0.201592,0.669811
0.129304,0.627149
0.200099,0.667996
0.0982139,0.612926
0.202596,0.670079
0.144439,0.634209
0.205205,0.672809
0.198656,0.667919
0.194081,0.665181
0.198042,0.667489
0.187674,0.660817
0.184591,0.658749
0.203953,0.672408
0.203739,0.67205
0.164893,0.644849
0.187826,0.659812
0.185522,0.658665
0.197239,0.666423
0.131243,0.627074
0.186365,0.659241
0.203747,0.671516
0.153042,0.638358
0.202636,0.670346
0.201649,0.670811
0.190397,0.660692
0.201955,0.670538
0.206415,0.672236
0.19754,0.666754
0.188629,0.659494
0.203157,0.670421
0.204295,0.672069
0.156052,0.639529
0.199586,0.668516
0.200381,0.669333
0.139839,0.631661
0.155857,0.640222
0.203018,0.670465
0.204191,0.671606
0.187684,0.660061
0.207249,0.674159
0.202707,0.670729
0.200509,0.669232
0.207617,0.673615
0.205249,0.67195
0.18772,0.659902
0.205628,0.672116
0.144464,0.633948
0.176064,0.651998
0.18642,0.65974
0.18946,0.662911
0.139735,0.631478
0.143856,0.63362
0.20019,0.668923
0.208568,0.675254
0.200457,0.668089
0.186665,0.659753
0.18946,0.661339
0.202961,0.669849
0.199975,0.668859
0.207196,0.673672
0.205028,0.672374
0.200681,0.668646
0.205927,0.672323
0.156243,0.640048
0.209349,0.675216
0.206958,0.673845
0.148806,0.636067
0.212252,0.676702
0.164391,0.645239
0.189399,0.660983
0.191439,0.662085
0.204516,0.671635
0.203331,0.670813
0.206367,0.672598
0.212252,0.676739
0.186111,0.659339
0.187826,0.659203
0.198262,0.666982
0.133101,0.62865
0.185134,0.658329
0.193927,0.665012
0.209485,0.676127
0.20316,0.671207
0.205177,0.672341
0.187764,0.659708
0.18646,0.659312
0.198849,0.668704
0.203972,0.671929
0.208332,0.673858
0.20951,0.676628
0.185323,0.659439
0.202794,0.669994
0.199855,0.669565
0.205508,0.672027
0.20799,0.673957
0.20019,0.669336
0.205279,0.672225
0.143294,0.632726
0.200637,0.669329
0.209118,0.674942
0.204994,0.672792
0.152225,0.638079
0.205726,0.672314
0.199595,0.669644
0.206802,0.674496
0.153574,0.63942
0.203496,0.670573
0.204082,0.671657
0.211916,0.67824
0.191468,0.662746
0.194975,0.66575
0.204664,0.671859
0.204331,0.671354
0.143403,0.633714
0.205011,0.671598
0.203176,0.670744
0.186482,0.66006
0.194894,0.666393
0.201588,0.670543
0.19787,0.667945
0.203098,0.671623
0.202243,0.670103
0.209041,0.674523
0.217288,0.680267
0.189065,0.661426
0.201362,0.669366
0.206735,0.673426
0.201413,0.669632
0.202694,0.670416
0.203521,0.671052
0.199747,0.668704
0.202255,0.670422
0.204741,0.672344
0.20379,0.67159
0.185499,0.658291
0.205537,0.6718
0.211114,0.676423
0.208355,0.673868
0.201325,0.668702
0.198304,0.667579
0.207329,0.673309
0.206296,0.67214
0.205177,0.672425
0.206741,0.673668
0.209328,0.674134
0.206794,0.673143
0.192281,0.663468
0.204913,0.672325
0.196277,0.666229
0.200582,0.667847
0.208747,0.674914
0.156832,0.641239
0.155633,0.64063
0.189665,0.661491
0.20729,0.673382
0.207329,0.673428
0.123722,0.623563
0.122324,0.623584
0.205646,0.672658
0.159672,0.642173
0.201035,0.670417
0.205274,0.672724
0.206367,0.671742
0.192039,0.662658
0.205378,0.672959
0.205146,0.672238
0.205637,0.673168
0.204357,0.6724
0.201325,0.668907
0.193589,0.663937
0.207699,0.673322
0.205868,0.671485
0.160483,0.642155
0.204454,0.67191
0.212252,0.676646
0.198783,0.666449
0.200363,0.66949
0.20625,0.672327
0.200519,0.669061
0.194151,0.663423
0.202655,0.67132
0.204617,0.671957
0.206296,0.672618
0.206213,0.673265
0.209666,0.674415
0.201983,0.670329
0.203681,0.67031
0.209715,0.675128
0.202141,0.669008
0.209328,0.674647
0.217946,0.68132
0.212036,0.677015
0.206999,0.673654
0.204276,0.672612
0.205866,0.672592
0.200255,0.668749
0.20019,0.669282
0.201048,0.66976
0.0716728,0.606695
0.207845,0.674129
0.11614,0.620027
0.207026,0.673451
0.204622,0.671982
0.206833,0.673241
0.189622,0.661851
0.191834,0.662881
0.20615,0.672315
0.20236,0.670569
0.208333,0.673251
0.204037,0.671175
0.212036,0.676381
0.20717,0.672739
0.203681,0.670284
0.201645,0.669029
0.20088,0.669732
0.194408,0.664533
0.201651,0.669746
0.123055,0.622968
0.207167,0.673778
0.200623,0.669447
0.202373,0.671551
0.2005,0.669207
0.191784,0.662299
0.204498,0.672009
0.215906,0.68038
0.206878,0.672316
0.204666,0.671925
0.208256,0.674693
0.195717,0.665955
0.199277,0.667073
0.205677,0.673082
0.112413,0.619753
0.12746,0.62618
0.199406,0.668125
0.204716,0.671922
0.205252,0.671468
0.197099,0.666922
0.206782,0.672752
0.209666,0.675393
0.215232,0.679841
0.206202,0.672919
0.209298,0.674598
0.207079,0.673109
0.194034,0.664375
